bnumber,E14R012a01,E14R012a02,E14R012a03,E14R012a04,E14R012a05,E14R012a06,E14R012b01,E14R012b02,E14R012b03,E14R012b04,E14R012b05,E14R012b06,E14R012c01,E14R012c02,E14R012c03,E14R012c04,E14R012c05,E14R012c06
b3900,5.601558102514316e-12,2.5027961614134736e-12,1.7972488943243925e-12,1.7613295722897384e-12,0.0,1.3242534623404637e-12,1.715786817935191e-12,1.980217249476023e-12,8.809584531263208e-13,1.7054518770239173e-12,1.3919535200884985e-12,1.4834574423993281e-12,0.0,4.359039222595694e-13,1.6260664954819382e-12,3.5515033010225207e-12,2.9672751346715996e-12,3.7906981483440286e-12
b3901,5.967264921309041e-12,3.55492703181659e-12,3.4037070355357923e-12,3.502465557126473e-12,0.0,9.404730003245967e-13,2.4370729961754625e-12,4.218997897768978e-12,5.005190701838714e-12,4.239188503239386e-12,9.885529776424688e-13,3.687383865581769e-12,2.1686565688262654e-12,2.4766006283792094e-12,4.2343323921626264e-12,5.548941144846015e-12,5.268330852163747e-12,8.973733408500196e-13
b3902,8.843074633924806e-12,4.402673587340813e-12,4.2153920264129556e-12,3.6226958241706904e-12,3.847932968906936e-12,3.583841287644701e-12,5.107797408246387e-12,4.287266472166534e-12,4.768294539979842e-12,4.153934365518207e-12,5.4622350815608734e-12,5.62057540676056e-12,3.3056221485992587e-12,4.01095089632531e-12,4.25395308506541e-12,4.997965082361304e-12,4.818221031784709e-12,4.787443211622192e-12
b3903,8.598844023928516e-12,2.6598421477134455e-12,1.6977982671298471e-12,3.1197497587022375e-12,1.3736862299282181e-12,7.036740002428675e-13,3.950806977914311e-12,4.9104354669294226e-12,4.3691061011284726e-12,2.2655824180480554e-12,2.8353175554145784e-12,5.5178961102113204e-12,2.704361249449751e-12,3.860467619693565e-12,2.880165436794855e-12,3.27110661466697e-12,5.255777244096638e-12,5.147601483414489e-12
b3904,6.235816666878883e-12,2.8495075425214668e-12,4.001499013186054e-12,1.604260699607672e-12,2.1584048784066135e-12,1.2061614245143226e-12,2.0837057067368147e-12,2.705443172020679e-12,2.5409264573834046e-12,1.553365971040164e-12,1.901736361346233e-12,3.4905178009892966e-12,3.2448653085637385e-12,3.176252950215405e-12,1.8101843037972293e-12,2.048702448799513e-12,3.1531085672037897e-12,3.2608433583780835e-12
b3905,6.972912438616307e-12,2.002835684193318e-12,6.072522779308175e-12,5.262077439893363e-12,4.137490343252695e-12,4.9453580256302966e-12,4.119119788990345e-12,2.641079226274839e-12,4.229865108671114e-12,4.321770097458337e-12,3.156038154698264e-12,4.352776442829607e-12,9.774519080547092e-12,7.209100034881346e-12,5.060386362534501e-12,4.926223956777171e-12,5.540569958399961e-12,5.729879059159574e-12
b3906,9.083816018837583e-12,5.265316452784948e-12,9.137428144336358e-12,5.558157942744505e-12,7.478058411271971e-12,5.920100089307426e-12,1.0377677581591503e-11,5.728152020005523e-12,6.023345650031141e-12,4.484855761513368e-12,5.856710093957267e-12,9.36257574495425e-12,7.227150310734699e-12,5.272998153937102e-12,4.276094675618776e-12,7.658347802181347e-12,1.0144021952137932e-11,7.310206413433886e-12
b3907,9.261892813602815e-12,5.397713191442985e-12,4.909699268376822e-12,6.381668384551524e-12,5.854108677155408e-12,5.140767309317815e-12,4.810508689742861e-12,4.697749432267586e-12,7.029775818902585e-12,5.7010584264344005e-12,5.553679155826984e-12,1.215746457146219e-11,6.585668884056551e-12,6.956756794127093e-12,5.0265479126938444e-12,6.587111248260146e-12,6.7194146303999515e-12,8.447806672953665e-12
b3908,2.149070893523772e-11,2.9706575728777017e-11,1.5169553678375002e-10,3.643952253318965e-10,8.563670738520087e-10,2.118124189979441e-09,1.110833594708364e-11,6.26770698447056e-11,2.3320959515276896e-10,5.32442076006867e-10,1.129726315051246e-09,2.7169188083282506e-09,9.884876554037139e-12,3.7314781887103843e-11,1.2126084909802028e-10,3.4464131726990383e-10,7.940428260381199e-10,1.9774258411226912e-09
b3909,9.530626578286058e-12,6.813308777154074e-12,3.261741635274381e-12,6.552934396518852e-12,5.571371364210393e-12,1.0814961134963623e-11,7.0062749615380025e-12,7.1876044212924205e-12,6.395238577323932e-12,5.029608333155988e-12,5.683928209191488e-12,1.3124750128735457e-11,8.312815820282165e-12,8.899889847151126e-12,7.500638364883283e-12,5.9620455212079e-12,8.750895844774127e-12,9.459392225725232e-12
b3910,4.509780630604875e-11,5.4239009097456825e-11,5.470676308005822e-11,5.45458158701621e-11,4.233868085669708e-11,3.8994745500105616e-11,4.3144146869978655e-11,5.5034761894933017e-11,4.955064533830686e-11,5.0784004706038605e-11,4.973858839437893e-11,5.423533615264546e-11,5.657812627038731e-11,5.4228000109229044e-11,5.93594689569774e-11,5.522745711871965e-11,3.828841520213487e-11,5.643865863298565e-11
b3911,1.6997988579034189e-10,1.5670548158059098e-10,1.6619163580137215e-10,1.5825488479542784e-10,1.463269314815853e-10,1.404489912108929e-10,1.8253197491748266e-10,1.685304778119244e-10,1.535286654811456e-10,1.5345588914150675e-10,1.4107291786406026e-10,1.3552890963653728e-10,1.661478401127712e-10,1.6581048642594045e-10,1.6136667021769885e-10,1.6831849373791466e-10,1.3181033801980202e-10,1.422215831869235e-10
b3912,2.654587479957059e-10,2.466778127829808e-10,2.606834850418197e-10,2.7663169735743937e-10,2.353864491841898e-10,2.13231368394512e-10,2.4119341343237955e-10,2.5875311557730603e-10,2.614692261587686e-10,2.6071790152403386e-10,2.474795642782559e-10,2.331791070920984e-10,2.19506571042372e-10,2.286721999972743e-10,2.3031282803008025e-10,2.264760073512224e-10,2.512193754776765e-10,2.5149852103690903e-10
b3915,9.255508688121539e-11,8.941114424313421e-11,9.745658509231168e-11,9.318644107406974e-11,7.637538068581499e-11,8.446740432627076e-11,9.289787231430259e-11,9.105925839663688e-11,8.537678951052156e-11,9.465730603701429e-11,9.360347307592902e-11,8.96710552778933e-11,1.0342712669375641e-10,1.0949210627328839e-10,9.742037188249347e-11,9.939326910165421e-11,9.023213932251362e-11,9.527876369535075e-11
b3916,1.612508264218472e-09,1.4916170806774126e-09,1.167085854075603e-09,8.110303834868847e-10,4.293714294293667e-10,3.2846166179735756e-10,1.363433407743918e-09,1.2499431810624488e-09,9.322362790959758e-10,6.355068586137799e-10,3.876843767444405e-10,3.999305657264275e-10,1.4843755374180924e-09,1.269748250755058e-09,1.1112085430309856e-09,6.88582589914218e-10,4.264609772554006e-10,4.150472968099023e-10
b3917,8.336069985116857e-11,7.195222634923011e-11,6.835118663221295e-11,1.0389315570551265e-10,5.336470060888433e-10,1.4084633961120048e-09,6.576893657019524e-11,7.724449066484882e-11,9.47506891986854e-11,1.5593331057401745e-10,7.494930802139612e-10,1.6359925664538427e-09,6.747613744784817e-11,8.256170143343028e-11,8.811723941458458e-11,1.3981862712634243e-10,6.483211142828937e-10,1.3624359405527453e-09
b3918,4.411999847631585e-11,3.807067882881197e-11,3.078889695257178e-11,2.934118449881126e-11,3.092431524102643e-11,5.241237345914932e-11,3.3447616405788266e-11,3.216869478784558e-11,3.12244347094839e-11,3.349801140440554e-11,3.104056349797352e-11,5.104567235074614e-11,3.066566560104531e-11,3.579261954511224e-11,3.0097665234695265e-11,3.000103013677011e-11,3.768635929319996e-11,5.5608621357627836e-11
b3919,2.598454716324948e-09,2.6254364364207277e-09,2.30334668466567e-09,1.8263338858082782e-09,1.0601559295906184e-09,8.659046495530974e-10,2.6359406945908858e-09,2.4894764579423125e-09,1.9581340344662464e-09,1.5775418744792765e-09,1.0297615882737107e-09,9.333442306304153e-10,2.651031386646391e-09,2.8543500320469293e-09,2.4733630348497834e-09,2.1035623507692396e-09,1.1439600036142408e-09,9.397405943296296e-10
b3920,8.480578171230078e-11,7.127955111124065e-11,6.021833941417456e-11,6.530974768649904e-11,7.025675032499317e-11,6.014631001074232e-11,9.581480644396016e-11,1.083697857346803e-10,7.149735265489642e-11,7.555521946675074e-11,7.177158671902057e-11,6.682492849459277e-11,9.663012324202508e-11,1.0483380172432226e-10,7.587224458161912e-11,7.45708970244081e-11,6.020497220238946e-11,6.538690623495819e-11
b3921,3.3594495998904995e-11,2.2198095499809274e-11,1.882482061585534e-11,1.928175519046639e-11,1.8997976492768623e-11,1.6778893301245647e-11,1.3043879331802756e-11,2.0072202119688776e-11,2.143131655060031e-11,2.6362797594495852e-11,1.763668380566677e-11,1.879608009403694e-11,1.7023954065286184e-11,2.3417947532662958e-11,2.0603001618890465e-11,2.2679577216393364e-11,1.9550296853211288e-11,2.241393867259481e-11
b3922,3.6485689375418224e-10,3.4999386120100626e-10,3.065100795495618e-10,2.8164307841692023e-10,1.8509388237909045e-10,1.244443939292386e-10,3.8134079330791026e-10,2.894693496324348e-10,2.6150028946078084e-10,2.372203707006228e-10,2.154152818003179e-10,2.1574631064459792e-10,3.1428838274374494e-10,3.465625705408037e-10,2.902519630519455e-10,3.411628709474557e-10,2.1909208410750802e-10,1.9601755062741296e-10
b3923,4.285431890554012e-10,4.4988930532323736e-10,4.3637035187009864e-10,3.6854915943840575e-10,2.613063605257379e-10,1.6835345652539558e-10,3.692108648247971e-10,3.549215552378613e-10,3.515971052479716e-10,3.6121112132308316e-10,2.91549217901527e-10,2.5119994892030674e-10,4.2480333975994496e-10,4.092669335147638e-10,3.6939063837083615e-10,3.782284632349713e-10,3.3085117751588334e-10,3.0350088920888717e-10
b3924,1.1163069319577236e-10,1.327974920363925e-10,1.2105973025988095e-10,1.0593382133735532e-10,1.294398509306691e-10,1.7417660821024969e-10,1.2514663852210403e-10,1.2963521422608647e-10,9.375003978122298e-11,1.0807901198147817e-10,1.354383836272169e-10,2.073111890264557e-10,1.423987578651284e-10,1.40467409500894e-10,1.1195954624142015e-10,1.135957376215796e-10,1.4679857876374986e-10,2.1680828614134602e-10
b3925,8.863587565183132e-11,7.929775105278401e-11,5.8200020300696175e-11,3.484433061188793e-11,2.910990730609272e-11,4.034908519808458e-11,8.599489555514585e-11,7.126625425861777e-11,4.6682075654772957e-11,3.219504773591734e-11,2.812090653529284e-11,3.717529662955266e-11,9.371602435939721e-11,8.392488426426418e-11,6.462406844420297e-11,3.5129642156965734e-11,2.6206033862644227e-11,3.794201103728638e-11
b3926,2.305566150483374e-11,2.035596480088611e-11,2.2324977644883635e-11,2.1566242542829343e-11,2.0452408608788683e-11,1.8407825648263125e-11,2.1566803139231793e-11,1.7277001559254665e-11,1.7847587335187153e-11,2.2445691911998463e-11,2.274524049420473e-11,2.336297913014777e-11,1.7610986964089155e-11,1.9467099170088168e-11,1.8916142246733744e-11,2.0902528115315177e-11,2.5450090578144874e-11,2.5225236020313213e-11
b3927,1.3058148957320851e-11,1.0898270385705178e-11,9.802273456776745e-12,8.738695974991124e-12,7.845726264305997e-12,1.013484868752163e-11,1.584818475027712e-11,1.254215706413689e-11,1.0462033227364058e-11,1.0351790150598428e-11,1.0469302481565033e-11,1.3897977328703289e-11,8.864544128669728e-12,1.4264633441800723e-11,7.867339474195648e-12,8.43534571023929e-12,1.0571576086306331e-11,1.3005010570472593e-11
b3928,9.670270788486177e-10,1.2085083268957388e-09,1.201814222543244e-09,1.1209360205662518e-09,7.800266998550968e-10,6.95481703072693e-10,1.082269302273006e-09,1.101267513848394e-09,9.493927440646888e-10,1.0423756677510529e-09,9.217146916234993e-10,1.1119300671466686e-09,1.1312243762565675e-09,1.4069163826862553e-09,1.232390266087341e-09,1.433331647751694e-09,1.073578310714805e-09,1.0431433988873627e-09
b3929,7.336058432216232e-10,7.226836817092546e-10,6.7486387176229e-10,5.105284581625435e-10,3.970057057059761e-10,3.8724993826149127e-10,7.021282675373141e-10,7.010785647577894e-10,5.168555998354398e-10,5.038203738356583e-10,4.883288649268823e-10,5.207715584982078e-10,7.567761848403507e-10,8.730553386306775e-10,6.422359168557394e-10,6.117065349557878e-10,5.068503606068069e-10,6.1467668517622e-10
b3930,3.0127026497360114e-11,3.104034828915015e-11,2.106365352822663e-11,1.9002577709506913e-11,2.1478311101528834e-11,2.965841528669424e-11,2.6857807695432605e-11,2.3366991236527537e-11,2.1851765345419504e-11,2.217824136406265e-11,2.2626760649170757e-11,3.1973634302512944e-11,3.309191934936839e-11,3.401180366209331e-11,2.5714444641114842e-11,1.8816063925287786e-11,1.9650987865414237e-11,3.164646200734151e-11
b3931,5.008477531765512e-10,5.0214345900395e-10,4.827906540243359e-10,3.7902489082698247e-10,4.467691707561319e-10,4.967661765486149e-10,5.254922626674477e-10,4.996485354091124e-10,4.612456213541734e-10,3.8245879507094097e-10,4.1535119150932254e-10,4.3445352733059923e-10,4.558480262109688e-10,4.3892675712242124e-10,4.820307772697327e-10,3.9521907876501303e-10,4.079089273505368e-10,4.998281861251131e-10
b3932,2.6672047899635545e-10,3.0486182261624857e-10,2.611413946905508e-10,2.3329441605012936e-10,2.871574429928436e-10,3.164815859507405e-10,3.1692524927434226e-10,3.057791696497493e-10,2.320378078104304e-10,2.805725764402762e-10,3.2739009425221126e-10,2.9866616626404053e-10,2.762377452103041e-10,3.0592559724407257e-10,2.602146146603213e-10,2.3012401200701022e-10,2.6530518951745366e-10,3.423834858364671e-10
b3933,2.353277447405267e-10,2.400687819583127e-10,2.3347868604656e-10,1.8987610313463564e-10,1.869535869454862e-10,2.0354424724647692e-10,2.5015957108500137e-10,2.495734495048685e-10,2.1304680338796275e-10,2.1970274847892469e-10,2.022977287407033e-10,2.1438899113724055e-10,2.4213423717466483e-10,2.6617775293780945e-10,2.567404698085387e-10,2.3371409992099094e-10,2.087225885267043e-10,2.3711429595903364e-10
b3934,7.433950718878268e-11,6.152971753312988e-11,5.187415556646086e-11,4.0772116124520085e-11,3.908885592254766e-11,4.408019890887246e-11,8.100355112848959e-11,5.5144703579554716e-11,4.734055859185451e-11,4.7307571213153693e-11,4.012560647299016e-11,4.857273849081468e-11,7.905758180562169e-11,7.416150379234855e-11,6.214535304570174e-11,4.914171806608996e-11,4.9708372036532715e-11,4.618364729416608e-11
b3935,4.840114880617333e-11,4.3040009420922286e-11,4.7651898497501086e-11,3.745493779457698e-11,4.2882696774176356e-11,4.608317701590524e-11,4.3867313931158326e-11,4.5806262890063195e-11,4.8085582099807646e-11,3.858526678458707e-11,3.587035090302672e-11,3.7551113243373524e-11,4.36829394577862e-11,4.5905561647457494e-11,4.7512508919850774e-11,3.58158928440061e-11,3.627622101061323e-11,3.974081938050087e-11
b3936,1.947373747605938e-09,2.4720660745825336e-09,2.266082179795417e-09,2.2054770716810197e-09,1.9497337748661825e-09,2.9307977853888996e-09,2.0755355163183005e-09,1.9204931499800335e-09,1.5104697553155015e-09,1.7777968238638989e-09,1.888056916539474e-09,2.2415566762711297e-09,2.2131140284872037e-09,2.4448370571124028e-09,1.9464782963416667e-09,2.6404488910155004e-09,2.1224415161396293e-09,2.3950894467287026e-09
b3937,1.0649256005583206e-10,8.996070281501653e-11,8.305772933014273e-11,1.0672150807783726e-10,1.1093645982846288e-10,1.0976928617604389e-10,1.1893958390709622e-10,9.514487912655106e-11,1.1309014353044299e-10,1.1822315832389317e-10,8.908845938151938e-11,5.903453050587654e-11,1.0303972197410058e-10,9.848560854104033e-11,8.588198569558552e-11,1.2765551503379307e-10,1.19715886601142e-10,7.229759165821934e-11
b3938,1.232728589131188e-09,1.109204519611921e-09,1.420242393873527e-09,1.3862408270711052e-09,1.4903275021782902e-09,1.4262376887635479e-09,1.2758038695341382e-09,1.5908328266721159e-09,1.4575999521480842e-09,1.6652311885929054e-09,1.1681827209174261e-09,9.360803648598738e-10,1.4349528473957312e-09,1.7589177043281972e-09,1.556070402815751e-09,2.2665268334868824e-09,1.6730423897727474e-09,1.0079908823864718e-09
b3939,2.376251771384421e-10,2.836326113665285e-10,4.5744942288540136e-10,7.775620191782524e-10,8.699537130951396e-10,6.949933321881472e-10,2.6420602481037726e-10,4.0732727404954635e-10,6.347487922041305e-10,1.0335736727904237e-09,6.618864983813576e-10,2.4183425533403664e-10,2.371612911164006e-10,3.0988785612676114e-10,5.665304449751642e-10,9.02453521650017e-10,5.749965292000179e-10,2.4533877699756485e-10
b3940,2.0279813084587314e-10,1.9942819067920757e-10,2.1841106601630128e-10,3.645456840697552e-10,5.769644085950399e-10,5.496964142908746e-10,1.5827145689224708e-10,2.10444494098612e-10,2.6099589553347234e-10,4.992426361759641e-10,5.160876583225983e-10,1.9981964357864662e-10,1.8339950514411924e-10,1.838611198412279e-10,1.8458662897766475e-10,3.614083943482233e-10,4.803599949870823e-10,2.4493126404723667e-10
b3941,8.416540355402195e-10,8.538036012915406e-10,1.323946427075234e-09,1.6576050716797952e-09,1.5778993509499513e-09,1.449998024253264e-09,7.26548964129478e-10,1.2419054853064968e-09,1.6151145835282466e-09,1.9368328326654293e-09,1.439200958139188e-09,7.794502103894833e-10,7.919007846099416e-10,9.928177120165228e-10,1.4659336594560842e-09,1.971064379801763e-09,1.505930472041397e-09,7.247005609467283e-10
b3942,1.8001857463168237e-10,2.1275259865138305e-10,2.546894049347271e-10,4.0459582400002094e-10,4.1372436121771794e-10,2.5615982352969594e-10,2.678343222796833e-10,2.382146849727468e-10,3.0008758610416265e-10,3.5310051174243083e-10,3.314078511079512e-10,2.3596840367596466e-10,2.189686568764333e-10,2.1840266179068974e-10,2.8393582487919727e-10,3.479648895245044e-10,3.6636456079052406e-10,2.82421502487977e-10
b3943,1.8403645773269872e-11,1.2642577515913475e-11,1.0333353679706728e-11,1.545065547899865e-11,1.4969638173764722e-11,1.3052310369145784e-11,1.6065831486389845e-11,8.782974629167683e-12,1.1505025367403299e-11,1.4498225431915481e-11,1.1833142990940183e-11,1.4438712576104399e-11,9.781719462926868e-12,1.460783884451737e-11,1.3355905285173931e-11,1.3651900202869773e-11,1.4257675053170662e-11,1.2454153769145023e-11
b3944,7.085925606178969e-12,4.070593108554977e-12,4.330486260770821e-12,3.3102719157652846e-12,3.7373764742941685e-12,4.78619970991772e-12,5.5811736525055566e-12,8.588430080385473e-12,4.457621216629454e-12,4.006568064418425e-12,4.527796944599054e-12,7.774326807128406e-12,6.621959441926555e-12,8.507544622122746e-12,4.113921879169052e-12,4.107540932916809e-12,6.434706856062561e-12,1.0503776770857118e-11
b3945,3.3672998837102985e-10,3.8734684762314515e-10,3.745034356660556e-10,3.384358843947682e-10,1.662048251394745e-10,5.4885083436894197e-11,2.6155560030939157e-10,3.034669470062829e-10,2.7731501855706523e-10,2.537737132114066e-10,1.5013726768965433e-10,6.058370258415242e-11,3.4263987329950436e-10,2.9505676516290436e-10,2.787812135644755e-10,2.2086551099998155e-10,1.4577848800790507e-10,7.255137356631129e-11
b3946,1.729685552047787e-11,1.0538586555800691e-11,1.089751822026905e-11,8.306451547867921e-12,5.2249878050744e-12,3.568683046548923e-12,1.4449413157082613e-11,1.2006936615402953e-11,1.1870316317049519e-11,7.468436543039782e-12,4.2200161855251e-12,8.245289515571491e-12,8.229101662978215e-12,1.1159667181956467e-11,9.129225289337166e-12,8.613736707132567e-12,6.996852696710523e-12,5.107708079037574e-12
b3947,7.32540158628155e-12,3.0126620727450073e-12,2.2435070164257316e-12,2.1986689023145e-12,1.6135274882523505e-12,9.446094269553726e-13,2.2948048404611013e-12,4.060989313299689e-12,3.5347533295172446e-12,1.900818515475478e-12,1.8616891342247212e-12,4.695638081868964e-12,2.1781948424196636e-12,3.731239971104703e-12,2.4164522757061994e-12,2.596672905337778e-12,5.55607735132631e-12,2.140635486409923e-12
b3949,5.981398078881907e-12,1.5517800111080758e-12,1.4857701702848548e-12,3.203367147971624e-12,2.1371281599995384e-12,8.210616925910752e-13,2.836852347726025e-12,2.4555427987015e-12,3.4593336106545144e-12,2.819764734578933e-12,1.4383949721025724e-12,5.058741111499839e-12,4.417708191177137e-12,2.8828641234886813e-12,2.352446524047549e-12,2.93599716822251e-12,5.212669154559793e-12,2.0891583245739105e-12
b3950,7.807171605379327e-12,1.7441360749850145e-12,3.3398875286194964e-12,4.418735564481881e-12,9.007661268123055e-13,2.7685173947055312e-12,5.978444693742932e-12,6.8998194786430166e-12,6.139179220224048e-12,3.5654603304031266e-12,4.850088046558362e-12,9.304059646548284e-12,4.255988516321546e-12,9.113116374739123e-12,4.532660356155902e-12,3.464935408060097e-12,4.135639718948542e-12,4.402737953545409e-12
b3951,1.0513793716139918e-11,6.924911190188651e-12,6.746660049105121e-12,6.7714188885399324e-12,6.0234077961850285e-12,4.885382603340483e-12,8.495273609219384e-12,6.536354891391904e-12,7.184202761846862e-12,8.03017621939581e-12,7.094599841722289e-12,7.1289268515128356e-12,7.707841631648946e-12,8.971612463536526e-12,6.577652526710061e-12,6.4820733300856845e-12,6.913738145738964e-12,6.256219712830741e-12
b3952,2.0629428387790482e-11,1.6845414482770983e-11,1.2477028580719758e-11,1.556790662049805e-11,1.0177220931637893e-11,1.1099295249844499e-11,1.481673764645173e-11,1.7603184091298812e-11,1.4096338619557722e-11,1.4510909165497919e-11,1.2727338108508505e-11,1.752017306259662e-11,1.3960417912307577e-11,1.727132761681765e-11,1.2252293749365993e-11,1.4793346096240962e-11,1.4696122919270442e-11,1.5725496836353533e-11
b3953,1.465275609220754e-11,9.001992645083946e-12,1.0969718569072831e-11,9.214697821011419e-12,1.0988818438531351e-11,6.062051773353266e-12,6.732324816414327e-12,1.8129730946815666e-11,4.032774619736618e-12,9.4800118266828e-12,9.10280454486027e-12,1.6006984338147585e-11,1.9969447583913412e-11,8.551898064271317e-12,8.86150607264106e-12,6.967612048047116e-12,6.791666400619306e-12,1.0742164156450969e-11
b3954,3.400538513584729e-11,2.4266241043269762e-11,2.3861946150418963e-11,1.6615691899344325e-11,2.032280803148797e-11,1.873873113220195e-11,2.3829476382110482e-11,3.165322590437407e-11,2.7240353390794367e-11,1.9887252293357044e-11,2.0426222748372703e-11,2.1380265018834023e-11,2.8006504925265166e-11,3.12980040633422e-11,2.670239395087535e-11,2.5313746677652413e-11,2.099408176951551e-11,1.4568872006091506e-11
b3955,8.997994279560095e-11,9.081987271012562e-11,9.559054900145817e-11,7.88726024973877e-11,7.834014462386076e-11,9.167685221629243e-11,1.0597681534436402e-10,9.861207665725922e-11,1.0100419961167225e-10,7.966221811495042e-11,6.412303365420957e-11,7.406501543344457e-11,9.312584220364283e-11,9.546773807151214e-11,1.0210909423215606e-10,8.454545221216625e-11,6.395565174138541e-11,6.536274787583166e-11
b3956,1.1952737516295575e-09,1.285199990312609e-09,1.3201311761556592e-09,1.2167626120038896e-09,1.042184030237157e-09,5.815940376816831e-10,1.6556164848144891e-09,1.4658537647573546e-09,1.484111260577014e-09,1.2435220980836133e-09,1.0240107433856182e-09,6.292397269655188e-10,1.2984698272353323e-09,1.1004033593599236e-09,1.3520584453810852e-09,1.0422179157888413e-09,8.479075443390838e-10,6.120187735710772e-10
b3957,1.2209303987561069e-10,1.219531462335308e-10,1.2814025479047518e-10,1.800424661701431e-10,3.167942034175684e-10,5.033842922362934e-10,1.5823400447453053e-10,1.6190297522084326e-10,1.703395548019767e-10,2.9011055152912325e-10,1.4670778925193392e-10,1.19850730691708e-10,1.2897383097245482e-10,1.471188992740972e-10,1.4533917018059125e-10,2.2335222210873676e-10,1.7505505395931622e-10,1.1187774080390628e-10
b3958,2.1420473488331598e-10,2.2152612777100502e-10,3.001906878312981e-10,5.265708782463579e-10,7.966935464236327e-10,1.3368299133000416e-09,2.7324588656023467e-10,3.113990241197932e-10,3.420329968749525e-10,8.752187084617717e-10,2.1657285587978535e-10,1.9753107598426552e-10,2.638373757528416e-10,3.088535589420218e-10,3.1698525146768904e-10,6.761850043913751e-10,3.1338592611315244e-10,1.813015915850412e-10
b3959,1.7197240546557213e-10,1.751328388696293e-10,2.2415121454961774e-10,2.668450618092609e-10,1.077204852682757e-09,1.140515000952918e-09,2.7118718198421544e-10,2.5323048808215603e-10,3.248068841050496e-10,4.881372493582838e-10,3.4420624858255425e-10,1.662581105225123e-10,2.4219645989788595e-10,2.680696775524635e-10,3.2382820895010726e-10,3.794589056603075e-10,4.85617901018803e-10,1.463343006415505e-10
b3960,2.752127499638452e-10,2.815007678198683e-10,2.6991545533548383e-10,3.3962436592395497e-10,1.7391281210809934e-09,1.3894341243834122e-09,3.160171901624814e-10,3.769422137320141e-10,3.703002667895665e-10,4.1577128086895604e-10,6.216025443385155e-10,1.9480021945091626e-10,3.412230268584674e-10,3.306297914641938e-10,3.4799915295720877e-10,3.914356746077756e-10,1.067254089743516e-09,2.257485447411484e-10
b3961,2.2158631732025375e-10,2.3006619370794695e-10,2.3747073813085186e-10,2.5990924420478426e-10,2.1029008988874412e-10,1.7422236691073123e-10,2.549412227962089e-10,2.2922148374850692e-10,2.532260794173984e-10,2.581750991698666e-10,2.223953131752301e-10,1.9318352853901784e-10,2.599076956532242e-10,2.6352840197864294e-10,2.648088594843245e-10,2.9312954104891027e-10,2.3451828286294895e-10,1.9788794710286537e-10
b3962,5.4278431161208665e-11,4.0862616613934626e-11,1.28824233246752e-10,3.640476995855041e-10,4.436916578926899e-10,5.011807489386928e-10,5.466006577136393e-11,8.137844230810963e-11,2.889273146158015e-10,4.357332091403136e-10,4.035273254736557e-10,3.472334133486401e-10,5.155826088343815e-11,5.63798133050527e-11,1.2527409860537552e-10,4.274457460130954e-10,4.3766884339958287e-10,3.469860677445616e-10
b3963,1.7987465955309817e-10,2.0746323389620821e-10,1.8170640032056612e-10,2.0276251808853836e-10,1.9290595754422417e-10,1.5838030474399907e-10,1.8155252139514853e-10,2.170403802617352e-10,1.8855914909473303e-10,2.2366329202982213e-10,2.3748190002313586e-10,2.114224922602214e-10,2.0733965693115162e-10,2.3017074557197872e-10,1.9952112356000017e-10,2.1029839809396323e-10,2.1784018797800048e-10,1.9728621135886938e-10
b3964,2.812611497573983e-10,2.627378243320044e-10,2.776107071142222e-10,2.6739436012612114e-10,2.7620149091782333e-10,2.3196936833632977e-10,2.1209323570894143e-10,2.472403280592305e-10,2.6430962124730606e-10,2.7808604248269514e-10,3.1948435132315357e-10,2.5340676227058157e-10,2.959038255358935e-10,2.3611179138414157e-10,2.2928443472922337e-10,2.400222665479911e-10,3.8522504791542963e-10,3.0846146241664097e-10
b3965,1.4403048707136167e-10,1.4663427655874014e-10,1.6055750228490815e-10,1.276880677057552e-10,1.4255033395953284e-10,1.8872899185241101e-10,1.2939528297148337e-10,1.6097906099990399e-10,1.301952480448969e-10,1.4123544678493843e-10,1.3262786221861412e-10,1.5893965327517636e-10,1.4609647852391052e-10,1.5164225647565898e-10,1.502096171361241e-10,1.166378256843087e-10,1.5068767266859778e-10,1.6855281881791295e-10
b3966,8.038620655141117e-11,8.081289926611694e-11,8.23017837855043e-11,8.417856327226993e-11,6.596499878781655e-11,7.606916919653665e-11,1.0146497024695162e-10,9.004189584276874e-11,8.672090039500866e-11,9.023218478966699e-11,6.867977173087416e-11,7.848688542520848e-11,8.862796042665257e-11,8.835044421728282e-11,8.724469897387572e-11,7.75664499157922e-11,6.441191579620505e-11,6.616522460338957e-11
b3967,1.3215406778145017e-10,1.1722548181929617e-10,1.0787408027093076e-10,8.762994839143636e-11,8.341283526700647e-11,7.787599299303931e-11,1.0090107823838713e-10,1.0047811796203599e-10,8.963058390133406e-11,7.832640974763462e-11,7.805415908766969e-11,7.932516042486908e-11,1.191875430475112e-10,9.142181934549648e-11,8.490584315537466e-11,7.855162785400455e-11,9.612828844977239e-11,8.186934892380352e-11
b3972,1.0632334871139162e-10,1.0804142534537521e-10,1.1566147472651174e-10,9.42969249731196e-11,9.701636727690512e-11,1.1346971423177018e-10,1.2505882752358752e-10,1.1769964433607386e-10,1.0911973026452705e-10,9.56338776040683e-11,8.560311042485888e-11,1.0120628651411796e-10,1.1857150885938625e-10,1.1800953811335328e-10,1.2475104119017935e-10,1.1479163441933395e-10,9.140246538376545e-11,1.0196535525098159e-10
