bnumber,E14R012a01,E14R012a02,E14R012a03,E14R012a04,E14R012a05,E14R012a06,E14R012b01,E14R012b02,E14R012b03,E14R012b04,E14R012b05,E14R012b06,E14R012c01,E14R012c02,E14R012c03,E14R012c04,E14R012c05,E14R012c06
b0301,8.777033845283112e-12,4.235338866742699e-12,1.3517251380584806e-12,3.444245821293728e-12,2.9164771728155587e-12,3.983926099182777e-12,4.516599026638842e-12,5.957348352555184e-12,3.97545500938623e-12,3.527380652900227e-12,2.8789730057142387e-12,4.183950375063872e-12,3.4449822729078274e-12,6.229089101564234e-12,2.8536141646400285e-12,4.273782049931991e-12,5.0213500803422424e-12,7.12753530422191e-12
b0303,3.5286651323748376e-12,3.547395406749182e-12,3.396495791816437e-12,4.6600601056682744e-12,1.2213777990675327e-12,2.5026145940840966e-12,3.2425462745724373e-12,5.6134124572010986e-12,4.162155403541727e-12,2.417261240951273e-12,6.576390571604558e-13,3.504353915837395e-12,0.0,8.23784531049864e-12,3.585155083965121e-12,3.3558696446102633e-12,1.4019117691350989e-12,7.163777009158632e-12
b0304,1.5241170228363164e-11,1.3057984802906674e-11,1.2502522371285058e-11,1.3991736261202167e-11,1.152980642319751e-11,1.114371781516692e-11,1.617112889235824e-11,1.4330794871868365e-11,1.2009624557600553e-11,1.2772869208790069e-11,1.1479151784156244e-11,1.635329896785342e-11,1.6445782040427406e-11,1.232506003285472e-11,1.5690416729737163e-11,1.1834949188931955e-11,1.0487358079748753e-11,1.2972293562748133e-11
b0305,1.4139452087806435e-11,7.842485395717162e-12,6.257400522003741e-12,6.071018418023507e-12,5.062854108546916e-12,7.95327401445461e-12,6.27246656392701e-12,4.136659921622042e-12,3.45059253595731e-12,5.566682795321042e-12,6.1790348883553845e-12,1.1233629133485309e-11,4.784249386028904e-12,7.284801848347276e-12,5.5198674126488744e-12,4.822392538484444e-12,8.523098249823693e-12,1.154816512405353e-11
b0306,3.185123325328608e-11,3.221436310959804e-11,2.526980272001399e-11,3.365094863508996e-11,4.690498440591477e-11,2.6696876128824784e-11,2.5011351375213815e-11,2.395264175061609e-11,2.4590870868213153e-11,3.3588388462583e-11,3.7127795004530215e-11,3.197686393744921e-11,2.1783084478530306e-11,2.866174385082531e-11,2.437592032054171e-11,4.11964503910821e-11,5.521855535731016e-11,4.232506917233083e-11
b0307,2.903297639748632e-11,3.265824521625759e-11,2.8834908446105253e-11,3.082758752453294e-11,4.019676731282944e-11,3.3317920153055124e-11,3.1907382472001514e-11,2.7541255606412485e-11,2.6707795794779878e-11,2.7584220075438348e-11,3.513000003449701e-11,2.8861927611810607e-11,2.338258582197682e-11,3.133498552584907e-11,2.9476585918098655e-11,2.8971008637619313e-11,4.2892409138359084e-11,3.968943310049625e-11
b0308,2.9056907269901007e-11,2.9713051982478516e-11,3.3831378707167273e-11,2.577065921539553e-11,3.691197020376181e-11,3.569196526123966e-11,3.4683581302405034e-11,2.8592057695671778e-11,2.6288053754513336e-11,2.2983111194541022e-11,3.885653272408195e-11,3.522304275463843e-11,4.213122444934134e-11,2.7693383861077736e-11,3.008729943846412e-11,3.031195292230992e-11,3.189500560225062e-11,3.932690246850346e-11
b0310,3.428298908549805e-12,2.0887857185449272e-12,1.199959591120777e-12,7.055865172825359e-13,1.7691693987690788e-11,1.2378201525230321e-11,1.1455702407172084e-12,1.322121097704051e-12,1.4704620886764186e-12,1.4233374572467573e-12,1.463739146985278e-11,1.906620340077759e-11,1.0193984470231248e-12,8.7311294608279e-13,1.2666116763709109e-12,2.8454559381845105e-12,1.9811447755442116e-11,1.349821456416317e-11
b0311,1.6829831005608134e-11,1.6543182890875824e-11,1.5679471990644823e-11,3.264513619960533e-11,4.232198405640762e-10,3.0485742042138675e-10,1.626709741818436e-11,2.3269331319591297e-11,2.0351195307281633e-11,7.310261180419346e-11,4.1765356993979933e-10,2.726714699342374e-10,1.3456059500705247e-11,1.7113013743222686e-11,1.6429762887782675e-11,3.016183294475581e-11,3.44322961989584e-10,2.7182029578583577e-10
b0312,3.7480081076549314e-11,3.336608143449593e-11,4.592345351851807e-11,2.829485019671852e-10,9.178023557324512e-10,5.984411151019276e-10,3.9249789076312285e-11,4.559880698929298e-11,1.1864631145172126e-10,5.823585206325108e-10,9.951115431177787e-10,6.238664149472957e-10,3.377034366211661e-11,3.3150611739993036e-11,4.622985109630025e-11,2.4340633208173725e-10,7.785791296977037e-10,5.991552084607448e-10
b0313,3.901369115692112e-11,6.703187368255864e-11,1.8935512257658746e-10,7.550408799487194e-10,1.2330214620378598e-09,8.954841044998698e-10,6.127141955290882e-11,1.196125434662203e-10,4.273789091230587e-10,1.1992580709280976e-09,1.3275525496024279e-09,9.414306501341759e-10,5.568312062240114e-11,6.822676109287937e-11,1.8223302283693237e-10,8.535091318136061e-10,1.2163148911060925e-09,9.466111612283799e-10
b0314,1.4951264855030424e-11,1.0706747769706337e-11,2.773108779296463e-11,1.8052649118224277e-10,4.283269208617766e-10,3.1695189140501566e-10,9.598447358768778e-12,1.607355880514182e-11,8.010828645061659e-11,3.0071696900465136e-10,4.3583516234611615e-10,3.286142813567997e-10,1.2728189955354154e-11,1.1475444131496386e-11,2.2889971957632692e-11,1.5902035090381638e-10,4.1189588307560294e-10,3.1531659913242077e-10
b0315,1.5116827373160955e-10,1.2311548764600102e-10,1.3777036055555423e-10,6.137132728447058e-11,1.1603987163052641e-10,1.5335414980476717e-10,2.0221209993542265e-10,2.0212412355083658e-10,1.2675599448815535e-10,9.333116747231715e-11,1.2866998288222479e-10,1.8000010819465962e-10,1.4583019475042942e-10,1.742213424582479e-10,1.3809060839955362e-10,7.33751027589197e-11,1.1038508955722947e-10,1.2586650855429815e-10
b0316,2.2784878504969714e-11,1.8564195132887706e-11,1.863456561032337e-11,1.348588822731714e-11,1.3917416551606435e-11,1.4575313322627117e-11,3.202188402485484e-11,2.6059404039510104e-11,1.9392428781480253e-11,1.9587078209939926e-11,2.1981514923457644e-11,2.3958951879523483e-11,2.118861235593559e-11,1.9608193172543117e-11,1.6729991014137665e-11,1.6315575679890587e-11,1.5264592954058996e-11,2.1465709507414523e-11
b0317,7.54012549412893e-12,5.614924989891395e-13,3.76325355337408e-12,2.212825321806263e-12,5.799701420119472e-13,1.1883642740520056e-12,7.698600812868162e-13,8.885079409117769e-13,3.5575123046771146e-12,2.6782800603967154e-12,2.185955175913628e-12,7.321772849508152e-12,2.7402742962231285e-12,1.5646933547506475e-12,2.918413106579253e-12,1.2748253297835369e-12,2.6627861369487596e-12,6.236473881883234e-12
b0318,1.5485299051992056e-11,9.686441672644047e-12,1.1040950507833046e-11,1.116653835946202e-11,8.099450793155275e-12,5.8573591160712076e-12,1.2016179748084968e-11,1.8977354731342116e-11,1.3638110532200197e-11,1.4458285416951522e-11,1.616161570555646e-11,1.1756093731543105e-11,1.6883260230035883e-11,1.863795481158767e-11,9.789547435884925e-12,1.7279677879156847e-11,1.585898206274482e-11,1.443806958650263e-11
b0319,3.859860816873519e-12,3.233624240991916e-12,2.4768574951523494e-12,1.4564134215364512e-12,1.670018311587125e-12,1.3687532890008036e-12,1.3300827128605361e-12,3.0701398375421995e-12,2.2764048093530655e-12,3.084832421824258e-12,2.158092479581009e-12,3.641604393653506e-12,2.3671778538057263e-12,2.9285874174518924e-12,2.3810035088343096e-12,1.101254094268397e-12,3.0669865818390115e-12,3.2650663850162944e-12
b0320,4.710209113351027e-12,1.8038899288791356e-12,3.2815960203630474e-12,2.3358395284483694e-12,3.35385448638583e-12,4.008712969709368e-12,5.935934744401514e-12,3.710827282631538e-12,3.428733578715952e-12,3.441771661324286e-12,2.809100769047377e-12,7.056731298394734e-12,3.5214384621147886e-12,2.7647635974213926e-12,3.828491401881305e-12,3.993202871233725e-12,2.9941283033111617e-12,5.2821471504720605e-12
b0321,8.515579748227571e-12,7.675182727719668e-12,6.783410495362587e-12,7.755812305625619e-12,6.3015514654288216e-12,4.998169626548774e-12,6.206114660923551e-12,8.408242636879502e-12,7.342770068758804e-12,5.230012332326167e-12,7.004922651164686e-12,8.748528111469944e-12,6.723141238759e-12,8.363330119177606e-12,6.648754260087643e-12,7.037386442322341e-12,7.232994712970651e-12,1.192278825219631e-11
b0323,8.546798389046845e-12,3.818740037861927e-12,6.75008847889414e-12,3.307591533647256e-12,3.337575543557174e-12,1.5542553794838073e-12,4.430342173047393e-12,3.2538096067706014e-12,5.1698351328202505e-12,5.0041548496885994e-12,2.2871994156401536e-12,4.352776442829607e-12,7.167980659067867e-12,5.116135508625471e-12,3.8169771420260235e-12,5.335479485494044e-12,7.313552345087947e-12,6.525321093254669e-12
b0324,5.227377804277138e-11,4.4827578425085176e-11,4.736743528288142e-11,3.478715118781684e-11,3.545707474572316e-11,3.4616483777504764e-11,4.9004212366656964e-11,5.2722209619732454e-11,5.032172373856586e-11,4.086605762198664e-11,3.9193765053519385e-11,3.7581279678612786e-11,5.124431903877752e-11,4.37499923595773e-11,4.2593450910717304e-11,3.713505303986674e-11,3.974044534561262e-11,2.6301739901932632e-11
b0325,1.738565573895721e-10,1.941993265569587e-10,1.7141996619721039e-10,1.8287134411125526e-10,1.698145941262169e-10,1.8467339418385294e-10,2.2979112493013825e-10,1.776456858714877e-10,1.9551734927478072e-10,1.9867782762614946e-10,1.8213028439468732e-10,2.347843629058006e-10,1.9993814498029148e-10,1.803279259255655e-10,1.995695643307791e-10,1.762148275617544e-10,1.4918265678266235e-10,2.079066036862015e-10
b0326,2.554493776811232e-12,1.027221246616941e-12,0.0,9.638686984554889e-13,7.073500873127306e-13,1.0870252347310062e-12,4.694729575454571e-13,2.709131574436522e-12,1.2052376383261934e-12,4.666451148175871e-13,3.808658097910861e-13,2.029515396656749e-12,3.342125951467226e-12,2.623981156571101e-12,8.898474318833674e-13,9.717610259239536e-13,4.059523650501636e-13,2.074418864001763e-12
b0327,1.6145443319968137e-11,1.2529304048871939e-11,1.7449208312787573e-11,1.474915816534542e-11,9.4120868760796e-12,9.642727252307704e-12,1.4055445484065014e-11,1.6221616406932154e-11,1.042407573719675e-11,1.474693796520477e-11,1.1402655978847416e-11,1.687811273750256e-11,1.945594750318421e-11,2.0631599520497823e-11,9.86701574129176e-12,2.1981631043553265e-11,9.452890786168094e-12,9.200823804960202e-12
b0328,4.654051627647886e-12,4.574783147501677e-12,4.7783785804392195e-12,3.7463033764111994e-12,4.295755001191322e-12,4.40102119376935e-12,2.851121165421368e-12,6.581049875307795e-12,2.9277754850546874e-12,5.101105688803282e-12,2.313007712218593e-12,8.381202927177126e-12,1.1163248567400776e-11,7.243410928754394e-12,3.9629817321581665e-12,4.9572846374630304e-12,5.916861594918927e-12,5.039199326859723e-12
b0329,1.188582731679568e-10,1.6845183327855265e-10,1.3213809567774587e-10,1.3882863737135804e-10,1.2368337799430055e-10,1.514127331504407e-10,2.01745333665216e-10,1.3327942207473346e-10,1.3930355757890202e-10,1.555837235085001e-10,1.7439152947043302e-10,2.7968567179926966e-10,1.609537475263421e-10,2.6369492617911796e-10,1.9954693834616046e-10,2.609231359752684e-10,2.14150943992099e-10,2.5513466191890775e-10
b0330,7.744819247034558e-12,3.5190639596166746e-12,1.684684755924084e-12,4.259618983275234e-12,5.08881746294972e-12,8.006473171741933e-12,3.136233281963505e-12,4.454864530977584e-12,4.335359852869441e-12,5.635195814340377e-12,6.947919320164312e-12,1.293208234464887e-11,5.152268569569589e-12,4.7806512129779e-12,2.7436027376479616e-12,5.492961915137606e-12,9.387328491938682e-12,1.332480591236946e-11
b0331,6.54983685245307e-12,2.194867869644063e-12,3.00214609314112e-12,2.8244601860358596e-12,4.2103225702687535e-12,2.322651297430858e-12,3.0093744076368915e-12,3.4731675577888446e-12,3.0902834726521052e-12,2.5639265297280917e-12,2.7901630110537995e-12,5.575466454860395e-12,3.060486124096393e-12,4.805718297989769e-12,2.3087708181168643e-12,3.0255615762194104e-12,2.973943168682098e-12,3.799216571149297e-12
b0333,6.055177293023032e-12,3.58077551750559e-12,4.114147169556949e-12,3.2255383647201643e-12,1.7260189256283696e-12,2.020930861262093e-12,9.819173491861785e-13,3.021991080466402e-12,2.016633721613374e-12,2.6026742075369275e-12,2.6553091101773752e-12,3.5373290168418537e-12,2.912566991494642e-12,4.157680695632334e-12,2.4815249169715806e-12,2.4389622327295808e-12,4.8113515977502285e-12,3.1335140952521642e-12
b0334,5.452286165943753e-12,2.6925326036984367e-12,1.841426618122396e-12,2.382104171372421e-12,1.3905693480768877e-12,1.628165525027834e-12,1.3184716071659117e-12,2.434670966964317e-12,2.4370552934865963e-12,2.0968477936668975e-12,2.781029121114099e-12,6.725654572587167e-12,3.2851186342385465e-12,3.3496407534074424e-12,2.165847356031307e-12,2.5107733192204698e-12,3.1922236286852972e-12,4.078070165103397e-12
b0335,7.947915950333145e-12,3.4031923414341747e-12,2.691743925504578e-12,3.998573009923512e-12,2.9038483833609848e-12,3.7579027202789825e-12,3.6517329200381e-12,5.853505390153143e-12,3.2290910850807287e-12,2.823128716897492e-12,2.5510537339267735e-12,7.191543688153263e-12,5.776951538591282e-12,6.494182612751527e-12,3.909399529522941e-12,4.703199705532263e-12,5.789018482515456e-12,4.332705006246171e-12
b0336,6.779857788097483e-11,7.846534335754664e-11,9.48644781758802e-11,8.148786369730245e-11,8.013169674581271e-11,2.777166720958517e-10,7.081061737338729e-11,9.891020011957838e-11,1.0610686245597719e-10,9.152952968914143e-11,6.829417068259462e-11,8.72353099328647e-11,7.680385948437293e-11,8.523912504283391e-11,1.1501460644267453e-10,8.404227763836678e-11,5.2557772440966376e-11,6.960452440616982e-11
b0337,1.9131525742254566e-10,1.8988380900538333e-10,2.0075769774523425e-10,2.1686895462918263e-10,1.446842427228994e-10,3.7310609066813546e-10,1.9384512802783007e-10,2.0238036369469522e-10,2.4376800171090715e-10,2.2617375792965117e-10,1.5532378617068586e-10,1.7159370765817293e-10,2.1124033415382386e-10,1.8123002852378055e-10,2.112179686880028e-10,2.303732580849399e-10,1.36156992773489e-10,1.5285702213774488e-10
b0338,2.2694929694539836e-11,1.955605298759616e-11,1.634650180859375e-11,1.2058544217495976e-11,1.3787032152321827e-11,1.1825480306639869e-11,1.574744942690018e-11,1.817438545653689e-11,1.485968185006399e-11,1.7767811212687442e-11,1.4501709309398085e-11,1.6006984338147585e-11,2.1208930537397692e-11,1.79491561670798e-11,1.9764214233738753e-11,1.6914478902845414e-11,1.950513059882293e-11,1.7238751497752877e-11
b0339,1.2952717686213555e-11,9.73963695894515e-12,1.1758025897416133e-11,1.0251526111493961e-11,5.248773789012524e-12,9.858554607347973e-12,1.103154589922823e-11,1.4741951177434546e-11,1.0433809903870915e-11,9.23376676361356e-12,7.536403884181734e-12,9.537798457429365e-12,1.756644729043187e-11,1.3570568845337369e-11,1.0087863210463315e-11,1.2979424203615539e-11,1.355535932159158e-11,1.1972240383540777e-11
b0340,1.771840364341408e-11,1.3062465923292023e-11,1.193832137889522e-11,1.236828110720224e-11,9.812601211231924e-12,9.42474006708266e-12,1.3025377375303749e-11,1.1274598637442205e-11,1.9645373504716955e-11,1.416069351082093e-11,1.7831813073303936e-11,1.4428990846656442e-11,8.693082926954645e-12,1.5304864947079604e-11,1.465881647097228e-11,1.381761475797826e-11,1.689452821357702e-11,1.1390913513853654e-11
b0341,9.020417799398416e-12,7.496460079658293e-12,9.261386561163246e-12,8.98552812650273e-12,3.7466875292019635e-12,5.885698447438681e-12,3.978722291849715e-12,5.7398844882992166e-12,5.1071161624047534e-12,7.579950326911328e-12,4.3037176426999675e-12,7.453280980096451e-12,9.441361006744503e-12,8.591915611539138e-12,8.902972392218411e-12,6.5884387060909996e-12,5.1605902905423744e-12,8.790215116957212e-12
b0342,9.88141741651939e-12,4.567295777374834e-12,5.247613792920976e-12,5.142736427111119e-12,5.189356409786113e-12,3.383240024080955e-12,5.635980595083352e-12,3.6136534094366045e-12,7.39514878246301e-12,8.091824863326246e-12,4.82627419362927e-12,8.662808763471035e-12,8.915982489184254e-12,8.90927689227087e-12,8.30864091472113e-12,6.740299881940615e-12,5.414912888966994e-12,7.378729401686577e-12
b0343,6.646168964409112e-12,3.5634384293388962e-12,4.051579444135383e-12,3.6362388967271315e-12,2.9905722965197054e-12,2.828174194112594e-12,3.969725447082297e-12,4.933949124392772e-12,3.4493073990724095e-12,3.4905278041722554e-12,3.715949341337612e-12,7.524432382417342e-12,8.151933311390032e-12,5.585693037350076e-12,4.726796647015466e-12,3.6660130642797516e-12,5.016897344614352e-12,3.822967991586117e-12
b0344,1.1107145029557232e-11,5.08375381648202e-12,4.693661068196559e-12,4.037650367602905e-12,3.188137755275824e-12,2.11346372356614e-12,5.2277356333054645e-12,5.315150463704184e-12,5.815644075892136e-12,3.340444291334094e-12,2.77688840661767e-12,5.27317484485929e-12,5.759568063727271e-12,6.008213788593999e-12,3.971361491839047e-12,3.1947355003212345e-12,3.659381924378671e-12,3.941553301287237e-12
b0345,5.830124452076245e-11,5.055093097183923e-11,5.235165664083795e-11,4.2980348394713887e-11,6.473528098052207e-11,7.041552560286157e-11,5.37507485958699e-11,6.04021165450154e-11,4.7570128079813694e-11,5.834789055792178e-11,6.971217125700153e-11,7.888099860536315e-11,4.720135138249404e-11,5.821613713696563e-11,5.417967400457457e-11,4.845602831023574e-11,6.14612631060005e-11,8.593884064591407e-11
b0346,8.247672284194248e-12,5.025121944734735e-12,1.2830300229990861e-11,4.752925649190595e-11,9.239070573210489e-11,1.1911604252850692e-10,5.052611121722717e-12,1.0072245481428462e-11,2.4763075846281872e-11,8.058311302967932e-11,1.1868450749225166e-10,1.4435750541369834e-10,5.722337500936532e-12,6.7682849105705515e-12,8.851293532629373e-12,5.3432857467460804e-11,1.0843021784133991e-10,1.4883685566847384e-10
b0347,3.878562816774987e-12,1.006232350952893e-12,1.1240006105930997e-12,1.982765958421357e-12,2.2519153170307635e-12,3.1944431477371518e-12,6.898205415857229e-13,1.326888361277503e-12,2.007039360457862e-12,2.7426617926177905e-12,3.8241078828633234e-12,5.367726719162472e-12,2.0461483251545894e-12,2.8040358076120377e-12,1.0169430286247216e-12,1.6182390642038915e-12,4.175405485476893e-12,4.7414101038181326e-12
b0348,5.5135392693356836e-12,1.1824651355830606e-12,1.1321652639388123e-12,1.8307378986553936e-12,3.0534444976688315e-12,3.753921891126145e-12,4.0531828432155466e-13,9.355687428668497e-13,2.28918547194795e-12,1.0071921837296968e-12,2.6305562286418233e-12,4.030007003213005e-12,2.8854159432688445e-12,3.2951381241994565e-12,2.048660047980069e-12,1.5101413400746189e-12,5.6076470765403955e-12,4.477360630724144e-12
b0349,7.212167764784598e-12,3.8669067713293625e-12,2.4682771574093274e-12,3.628420273631517e-12,4.659852480507077e-12,4.0920349482945506e-12,5.3019001441045856e-12,2.5495868743253644e-12,3.856482096768917e-12,3.952473345481526e-12,6.631067259959701e-12,1.0313969123194404e-11,4.71795493726176e-12,4.938902176917892e-12,3.6289197616644637e-12,4.755569547189048e-12,8.787040511391822e-12,1.0086642147614424e-11
b0350,5.661566553550728e-12,2.7595725290244974e-12,2.6421854367323577e-12,1.7478311256294217e-12,2.4940866799252955e-12,5.840465208443478e-12,3.3106838353483723e-12,4.366758433949597e-12,4.3710348959815225e-12,2.350530090088588e-12,4.987976829093396e-12,8.178269707170584e-12,1.6834565206710686e-12,4.325632494313749e-12,3.585788168034336e-12,3.524285352362027e-12,6.13444704912021e-12,4.5279085010504085e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0351,5.259568239413442e-12,6.168733907315419e-12,3.937551612688248e-12,2.8114528036001676e-12,4.2478234190727666e-12,4.973617214348183e-12,4.430342173047393e-12,5.113129382068088e-12,8.064942807199592e-12,4.403656267725968e-12,4.574398831280307e-12,7.486775481666924e-12,2.1503941977203598e-12,7.571880552765699e-12,4.071442284827758e-12,4.001609614120533e-12,6.268759152932527e-12,7.118532101732365e-12
b0351,7.670203682477936e-12,2.3499938694534927e-12,5.6250737324117836e-12,4.961387300470884e-12,5.764903211598755e-12,3.4193618348643763e-12,4.430342173047393e-12,4.183469494419345e-12,7.858149401886782e-12,5.204321043676143e-12,4.411027444448868e-12,8.879663943372399e-12,5.734384527254293e-12,5.9347171900055474e-12,5.471000570237301e-12,5.502213219415732e-12,6.965287947702807e-12,8.60155962292661e-12
b0352,7.193182130655518e-12,2.2038442013630984e-12,5.27524190107719e-12,4.6528311307476216e-12,5.406375173759937e-12,3.206706557868862e-12,4.1548125018707045e-12,3.923293207994449e-12,7.369439221907642e-12,4.880656457544261e-12,4.136698985416016e-12,8.327424231198202e-12,5.377754492489219e-12,5.56562816436848e-12,5.130750781565089e-12,5.1600222689486146e-12,6.532106170106285e-12,8.066615638480037e-12
b0353,1.1518425489907295e-11,8.987125605207672e-12,4.192096650290367e-12,5.448922468725248e-12,6.188583133838465e-12,4.389391740573593e-12,4.423357923694191e-12,4.011125444231778e-12,6.8134243368960515e-12,5.338867106356458e-12,6.2798827886073595e-12,8.195153005492571e-12,6.747727457751748e-12,7.384809966207534e-12,5.4895969080886246e-12,4.447150789158176e-12,4.371278976262703e-12,8.37647253919787e-12
b0354,8.767979984767385e-11,9.785282914201639e-11,8.179316396619175e-11,6.733311336353343e-11,6.310376428280642e-11,6.793739655034971e-11,1.0435103465442205e-10,9.421645892915139e-11,8.966163046679723e-11,8.255462880042863e-11,6.449987220358134e-11,8.960743489728631e-11,9.854311073041351e-11,1.197498433707216e-10,9.306389846900183e-11,8.69861335413338e-11,8.593537078334633e-11,7.527946749512892e-11
b0355,6.673116666302619e-11,5.226126822524125e-11,5.06796859084639e-11,5.413054211578178e-11,6.193983642714148e-11,8.011971908167429e-11,6.338730316343044e-11,6.202382743826999e-11,6.933661236958925e-11,5.958128187180256e-11,6.018068433280579e-11,7.247660175515804e-11,6.049328215275763e-11,4.621104869975757e-11,5.281755485044413e-11,5.970789055082809e-11,6.156294419563256e-11,5.682861761887183e-11
