bnumber,logFC
b2719,-1.39060656265469
b2718,-1.4666231121226
b2717,-1.2672409985341397
b2713,-1.30805172424078
b2481,-0.4679021766342729
b2482,-0.020849779263931
b2483,0.18112190024402
b2484,0.677443181462045
b2485,-0.853151009064543
b2486,0.20568751788880899
b2487,-0.670037084402478
b2488,-0.561443040014363
b2489,-0.510147060043088
b2490,-0.224469988130529
b2491,-0.5972375433078051
b0508,0.0566237220930862
b2726,-2.16472428546379
b2727,-2.57547023911402
b2728,-2.99121772295379
b2729,-1.98519075364992
b2730,-1.82093825143365
b2712,-1.51219198024605
b2873,0.0792045540214363
b0828,0.35251907076649097
b4328,-0.963278623621892
b2753,0.229455067877321
b3687,0.696987645512097
b3686,0.35338079582008297
b1136,4.00319616420493
b4018,-0.223813095066653
b2889,0.38399884352766706
b4267,-0.8063504611720921
b4268,0.6162074758002271
b4266,0.18563394955204895
b4264,0.011736380261214999
b4265,0.0659436895149759
b1712,0.258301872534678
b0912,0.19485492347650302
b0026,-0.0268788286472907
b3772,-0.303570966236604
b3671,0.24140429820502698
b3774,-0.803263365631482
b3771,-0.607387734612656
b3770,-0.925287869248979
b0078,-0.5874803794484721
b0077,-0.452708440189592
b3766,0.292409611461563
b3769,-0.951357770686849
b3670,0.48478303964764097
b3773,0.0464112208891105
b0054,0.182850798004157
b2237,0.803501931305112
b0884,0.13781008317401502
b3168,0.0946729021553854
b1718,0.0292115005799037
b4278,-0.39418620938134297
b3557,-0.130386051206897
b3558,-0.41458421916624894
b2622,-0.373978708705801
b4271,-0.00563407810500391
b0537,-0.26923179075375603
b1140,-0.25158264556376303
b0281,-0.349674397699604
b1579,-0.00238756030172035
b1345,0.71430003717877
b2349,0.236434467787958
b2528,3.3953713516218196
b2531,4.453203065238389
b2530,3.75568357317007
b2529,3.6621882286579504
b0421,-0.275511208208032
b3187,0.0635894060532219
b2747,-0.33680436587044
b1208,-0.21024262492285603
b2746,-0.300385893226703
b2515,0.0123425335836136
b0029,0.272931478218849
b0174,-0.0077932088903872
b3672,0.7158445687887259
b0220,-0.0598558865858071
b1732,0.464548485472327
b3942,0.34538079441288394
b3137,-0.223896180168387
b3132,-0.22995059747866395
b3617,0.20396860680836604
b1250,-0.20674895324807896
b3526,-0.422934904646497
b1827,0.0513966638781876
b3909,0.549486748304824
b0698,-1.5210649385084798
b0697,-1.22233292980477
b0696,-0.49400929121047293
b0695,-0.0478641618757668
b0694,0.0905223558894456
b4513,-2.48163911129464
b1215,-0.081591441641126
b0918,-0.0559861225986468
b3198,0.0894073251579001
b3197,-0.0539924891063061
b3633,0.11973840218485002
b2842,0.0104379383025671
b2843,0.0286699565598803
b0465,-0.188632159672448
b3350,1.39416468239477
b0047,0.21809823789329502
b0046,0.5938810705634631
b3351,2.16231274305924
b2587,3.65701549126878
b1352,-0.6129990208232811
b4331,-0.301445554927104
b0051,0.11753281430027801
b0342,-0.18418391509815302
b0345,0.6770406344145949
b0343,-0.212371568561558
b0344,-0.8567003671997749
b4036,-0.699799358436906
b1348,0.287701537214683
b1192,-0.50908444178525
b0186,-0.167408052764714
b1380,0.974126458496591
b4419,0.0
b4421,0.0625981252135108
b4423,0.0
b4453,0.274468059851876
b2569,0.38716850242043604
b2568,0.38359424608959297
b0074,0.156033494313112
b0073,-0.0063618117445607605
b0072,0.157365514463461
b0071,0.18093377331236998
b0075,0.0754763897482581
b0076,-0.24734320791086
b0642,-0.0803803261586718
b4043,0.048477168118542004
b2828,0.10695572279549198
b1653,-0.4285402619465689
b2411,0.0596233782857518
b3647,0.17759129081888197
b0147,-0.12909422411315802
b0628,1.39040065321753
b0630,0.13903663474858302
b1139,0.0508654629085235
b3454,0.7856021305427359
b3455,0.576278445561525
b3457,0.5999178650507629
b3460,0.48746598659173296
b3458,0.317032236278118
b3456,0.763034052422222
b3605,3.2285598244680096
b3603,3.12545695557803
b3604,2.96197682885241
b0657,0.112942240607001
b0891,-0.27330282762048397
b1209,0.00468142196996624
b1116,-0.25275503413213
b1117,-0.0679059126203997
b1118,0.0069337319056442396
b0439,0.369016617796918
b0222,-0.11099213362596198
b0116,3.93627739709421
b4386,-0.054340509267018
b0891,-0.054340509267018
b1677,-0.152054191914547
b0181,-0.0912102046070918
b0182,0.070680894724812
b0096,0.22246954564971
b0179,-0.128086133826178
b0524,0.066459187695712
b0915,0.17433752105567096
b1054,-0.9939952437729691
b1855,0.323347458368712
b2289,0.0334310552693748
b0889,-0.00229786204329527
b0027,-0.0227300567954067
b1516,0.0564332494658979
b1514,0.37092328748233794
b1515,-0.607710505888495
b1517,-0.229814731680724
b1518,-0.14279664184189497
b0870,-0.14937679102738097
b2687,-0.011706787407332
b2838,-0.292536803042964
b4024,-0.722833173981674
b2156,0.34448575848737395
b2839,0.0260112575845503
b2890,-0.0732094038318893
b4129,-0.14848403364226098
b3580,0.421199547723545
b0459,0.129652186074452
b0878,-0.350243814639057
b0879,0.10377094012738901
b2463,1.07396580137816
b0394,0.0330792306486691
b4034,-1.56791142031657
b4033,-0.7956952771392048
b4032,-0.5724085688374959
b1620,0.281894619468271
b4035,-0.869890503773201
b4037,0.0752742219321838
b3417,-0.18305526480755702
b3416,-0.0795772552107533
b3571,0.114242824911607
b3418,-0.9014883058897479
b1621,-0.40608773716772795
b1622,-0.490273291585345
b0403,0.0022816868262757898
b1613,-0.9116371626601809
b1817,-2.0651982564490403
b1818,-1.9062984719457599
b1819,-1.7393546932563897
b1387,0.596442806728391
b0168,0.7268140822409871
b1531,0.604839496285621
b1532,1.2485379090297801
b4063,-0.0710615581449693
b1529,-0.0710615581449693
b1530,-0.14470470808575198
b2781,-0.223785697849778
b1159,-0.313799127327134
b4346,-0.550847942407381
b4345,-0.559255018235493
b3028,-0.48206749242626795
b3236,3.41052118276405
b0448,0.36486108213707297
b0449,0.58290068744555
b4359,0.312477664183038
b1047,0.330468642677785
b1424,0.128341507487441
b1048,0.247433458953649
b1049,0.478550287216725
b2074,-0.11145838743869801
b2075,-0.0901601955239587
b2076,-0.00235385006187898
b2077,-0.48557976677567
b3513,-2.05766600707097
b3514,-1.9216712638681
b1053,-0.449966684414701
b1065,-0.45350211099429494
b1599,0.18849847045823998
b1600,0.16943233958949
b1663,0.124406432199629
b3710,0.0
b4119,0.0266412112510952
b4120,-0.46197160609889293
b4118,-0.0286698865183693
b3930,0.19843872178709301
b2262,-0.47000778162981505
b2261,-0.455488087629739
b2264,-1.14355247522511
b2260,-0.412245852223233
b2265,-0.310220590234562
b2328,0.171806605347597
b4013,-0.11311471725535599
b3939,0.8781159125443492
b3008,0.22586750356131602
b3829,1.9021737305528998
b3941,0.5049860801609439
b2114,0.31199188653896803
b4019,0.30987480542710605
b0198,0.21988804237454002
b3938,-0.0662494520069774
b2942,-0.0155945693741638
b3940,1.06820065775153
b0199,0.22405645267447602
b0197,0.29435862791945694
b3828,0.276649113880625
b1114,-0.12990883136677
b2149,0.7878475062326509
b2150,1.0378055580737
b2148,0.00260322846673066
b0963,-0.597801279565232
b0892,-0.597801279565232
b4242,0.455628984176488
b0347,1.04106648988304
b0348,0.513266622436227
b0349,0.57951713927359
b0350,0.7796326821614259
b0352,0.324373583041224
b0351,0.324373583041224
b0351,0.721778303711712
b0346,4.47991134529767
b0353,-0.0352522500096267
b4171,0.434358729171802
b0661,0.465066833087714
b1176,-0.316059045577669
b1175,-0.385769657088581
b1174,-0.30510616564051896
b3742,0.46243211517289506
b1782,0.4445778781254461
b2127,0.564878843144588
b2813,0.17439535117593502
b2701,0.281658292740772
b2963,0.20282035846842497
b0211,0.21531419264157
b0261,0.63206046088624
b0260,0.652892135664962
b0732,-0.64443004745026
b0730,-0.5257878186588639
b2392,2.7415908735216803
b0817,0.948519045982348
b0781,-0.000583804631018319
b0782,-0.42950540428775297
b0783,-0.18887006777534102
b0784,-0.22979717508275
b0785,-0.34251276418503
b3857,-0.201065800240066
b3856,0.125302918848944
b0763,-2.9503005263801096
b0764,-2.13888539698608
b0765,-1.40343036150652
b0761,-0.0870116798642032
b0760,-0.0845043620610753
b0827,-0.0346430669901267
b0826,-0.18287657114301398
b0009,-0.171340741276697
b1420,-0.64003675828827
b0018,-0.9699813965740409
b1890,0.194146564722047
b1889,-0.10118319635622698
b1326,-0.0363938315607101
b4233,-0.16992439592824898
b1329,0.42360794373362
b2684,-0.48894378834133
b2210,5.98315829291123
b0082,0.00335686040298984
b0087,-0.0363947490943839
b0081,0.21774718864234102
b3396,0.424615371556421
b0149,0.00648532014521931
b0635,0.364819874590633
b0634,0.221388156989541
b3251,0.136686785581138
b3250,0.19429518910471696
b3249,0.31226223340745096
b2113,-0.34690094052770304
b4351,-0.398987700201212
b0914,0.301487433548673
b3291,0.249021307533271
b2924,0.698201213033386
b4219,0.170196338774977
b1051,-0.0863975695795246
b3208,-0.11427221117481401
b3599,-0.41035306793740794
b3600,-0.6448158843317161
b3601,-0.39839099148497903
b3161,-1.7971399513489899
b0924,-0.0703129870826409
b0923,-0.14547299009363002
b0922,-0.177489797774642
b3189,-0.100151440750188
b3972,-0.0031924051821184897
b0091,-0.20291478955670003
b0088,-0.154996496805483
b0085,-0.0192657257533753
b0086,-0.14910852607969902
b0090,-0.25615357338161104
b3967,-0.42538371352840504
b2429,-0.17652413839474398
b2831,0.0601844144031945
b4170,0.266226730523963
b3635,0.42356196586267897
b2733,0.12030774496400301
b0099,0.17783866971402898
b2961,0.301391391822669
b1068,-0.0411966147874074
b1069,0.0949215995732682
b1988,-0.563890577249784
b0750,-0.933572597100884
b2574,-1.31672309634188
b0109,-0.18242502836681698
b0639,-0.0405292882126929
b1740,-0.230033636271265
b4390,0.0253306596663465
b0677,-0.0248845291977265
b0678,0.0110153393619936
b0676,-0.0443363067869508
b0675,-0.0815360562674801
b0679,0.0142689125965081
b1107,-0.23838894895555998
b3225,-0.678262678601913
b3223,-0.107750540547381
b3222,0.6738387674507921
b3226,-0.194277256152821
b3224,0.161429187231386
b2206,-1.34895178429571
b4055,-1.34895178429571
b2203,-0.7522106117457691
b2202,-1.11962982467727
b2207,-2.3560366985570402
b2208,-1.4244430902833
b2205,-0.956728726525048
b2204,-0.9670271054653291
b1224,-4.73858186213761
b1225,-4.27373839198344
b1227,-3.4991835467567904
b1226,-3.6958248497484902
b1223,-4.42445907156902
b1221,-0.871470880349422
b2193,0.0691555518665165
b2469,-0.403363858882349
b1469,-0.7509653338450358
b1465,-0.43821302279544005
b1466,-0.475756594596323
b1222,-0.6950432243805079
b1467,-0.32000617935062603
b1468,-0.48146522408700804
b1109,5.16809075994758
b2518,3.1591236718908102
b0714,-0.551042583243089
b1650,-0.102946360651271
b3998,0.16768269221434098
b0578,-0.328247118088915
b2159,0.7599996975159871
b0568,-0.34920534459861396
b0569,0.0120656542886394
b0851,0.7595420959972622
b0019,0.634716915986163
b1186,0.307140062430202
b0020,-0.27107338435996803
b1463,0.485258660460924
b3476,-1.98779216118277
b3477,-1.04043804131395
b3478,-1.36500215987109
b3479,-0.7936669565052171
b3480,-0.8237604931945559
b3481,-0.22365478998468
b0548,0.33939198136983095
b3365,-5.1409139640489006
b3367,-3.0841120277951197
b3366,-4.848122292895679
b3661,1.29711680105045
b2477,-0.0213007042065161
b1708,-0.220077625743814
b2742,0.436181560820394
b0192,-0.0749896400140138
b3163,-0.163538254914499
b1548,-0.8848875636720309
b0560,-0.5958655288571739
b2709,-0.25184840770941
b2710,-0.11852320194309199
b2711,-0.358248328327587
b3206,-0.226128996467253
b2234,1.06554004947763
b2235,0.42918994247135794
b4238,-1.10693686541757
b2675,3.64286272203315
b2676,3.06490640573799
b4237,-1.12724896664317
b2673,4.849519457565901
b2674,4.80582294901328
b4070,-5.46621784565218
b4071,-5.1990305489890405
b4072,-5.18418038932879
b4073,-3.73630869392786
b4074,-2.2836589657737596
b4075,-2.91666085432792
b4076,-2.21306525193936
b1633,-0.32590108578568605
b1865,-0.29578879251560103
b3996,0.365328051929331
b2051,-0.4662254932175471
b3397,2.1302883679284
b3034,0.0872096812049959
b1759,0.335865762807822
b2830,0.0401965332937551
b2288,0.6808741238268431
b2287,0.8423936408874699
b2286,0.7605996650787191
b2285,0.790038323749889
b2284,0.9972540390032
b2283,0.9947658229714301
b2282,0.9122562517515941
b2281,0.7167455635934208
b2280,0.8288135300494031
b2279,1.10489781179569
b2278,0.9386205647100692
b2277,0.9670264311294929
b2276,0.755983672227952
b2393,-0.356563400593827
b2964,-0.239861736017108
b3169,0.19932181816298
b0416,-0.168095486950704
b3982,0.26475856622146104
b3183,0.143539402592144
b2082,0.3617249219574051
b1335,-0.52597306028042
b0957,-0.491018123153874
b2215,-0.841891071954498
b0929,-0.0299754899150193
b1319,0.692614419086519
b3875,-0.38961175421048
b1377,0.6511932941430401
b3405,0.38421373807275505
b0565,-0.439808237944557
b1256,-1.1628892981886598
b0814,-0.289105632302855
b1243,2.45158682749569
b1244,2.02635060926889
b1245,1.8259122843581101
b1246,2.05500584639708
b1247,1.5002430657358
b4162,-0.134749587624962
b1283,0.356457076679841
b1482,0.5974645398041689
b1739,0.238991736489676
b4376,3.4559023845276404
b1896,0.757296537829407
b1897,0.557211914907933
b2373,-0.0693535446208551
b3961,-0.25029906357147896
b1388,-0.109596543483985
b1389,-0.556444771917927
b1390,0.475511247693347
b1391,0.143163547392996
b1392,-0.293157640223252
b1397,-0.293157640223252
b1393,-0.292237662299967
b1394,0.0666887778965477
b1395,-0.0779704861457613
b1396,-0.11638301559757902
b1397,0.931882187612248
b1398,0.245806896325452
b1399,0.420720518352198
b1400,0.600530490418098
b3360,0.24333612836971896
b1812,0.17204785523665903
b1096,0.0546929714996212
b0741,0.00710987523747935
b0134,-0.566714863954521
b0133,-0.290850547237435
b0131,0.0116995819222539
b0425,-0.433571583779863
b3258,-0.0425239089118936
b3019,0.0530641530217144
b3030,-0.0812323008691039
b2519,-0.260546496655722
b2134,-0.33023303246879604
b3403,0.407384240342252
b2743,-0.11678530145511999
b0143,0.340756898220338
b0113,3.64820496685764
b0052,0.134080877398052
b2320,-0.041769625269606
b1638,-0.42871056718978207
b2564,-0.637534746885074
b2418,-0.422580824709803
b1636,-0.608856133149883
b4260,0.4821912957382629
b2523,2.4185223173832004
b0237,-0.32775442151401196
b4021,-3.6382920950247204
b0932,0.6179265771881729
b2908,-0.182072826495018
b3847,0.181653888750117
b1127,-1.15857512889126
b0254,-0.35248912716203706
b3916,-1.83494659285083
b1723,-0.0264127037621654
b0902,-0.736056701449032
b0903,-2.96523818381953
b3952,-0.0684379983722126
b3951,-0.444897672997118
b0159,0.0411304114552116
b4025,-0.8920272054651579
b2926,-0.924747423478132
b0688,-0.175303523723183
b0755,-0.175303523723183
b0418,-0.247811360673065
b1278,0.23946462397691298
b1912,-0.32270883982082693
b2599,0.7637694603910821
b2598,1.18138655967037
b1715,-0.5644993279002529
b0576,0.3420797733846211
b1714,0.12840473930170698
b1713,0.259099762754445
b4108,0.286470358856592
b4107,0.592984837380787
b4106,-0.708629579217716
b4105,0.0146514130060715
b4102,0.841569376655755
b4101,1.2572724315639399
b4100,-0.615991632797062
b4099,0.394737680941261
b4098,-0.3511396775625011
b4097,-0.0296999508524105
b4096,0.38914886924033903
b4095,0.41677462544074395
b4094,1.04406762821349
b4093,0.33432056117262604
b4092,0.467761090114834
b0383,-0.209884398983142
b0399,0.33496583495977694
b0241,1.8118305374448502
b1020,5.24941470092209
b1130,-0.112016484507645
b1129,-0.18531689157781
b0400,-0.0897756943180544
b3724,0.10864270829460199
b3379,-0.674854133836139
b0708,0.272583584499685
b1158,-0.0559180531942838
b1545,1.45981883192777
b1374,0.377199904393425
b3322,0.22148667763853502
b3493,-1.42045893150054
b2987,0.162895924838267
b3821,-0.13751231949673498
b3825,0.0684371496605746
b4041,0.37026343776317605
b3018,0.0393941880802352
b1090,0.22878893665304698
b4235,0.0478266898199632
b2259,-0.49324545449242296
b1768,0.325966863201726
b0931,0.130001205124157
b3164,0.38244566648478
b1603,-0.560666885835488
b1602,-0.5611274953121279
b0751,-0.7340948094638721
b3863,-0.0758850215567994
b0060,0.134583754438294
b1126,0.37746940579395005
b1125,0.405041932331677
b1124,0.275301371138602
b1123,0.369922279194168
b0692,0.188722983625195
b0854,1.79793035713206
b0855,1.41308375127563
b0856,0.7095102431109541
b0857,1.30771974518291
b4155,-0.446657932084108
b0871,0.8055114810840319
b4226,0.00767550036998083
b3956,-1.05999115494988
b2826,0.10997298153299799
b2825,0.0232802843428314
b2823,-0.20872708082125102
b0108,-0.8168398060764742
b1838,0.453196057140055
b2734,-0.19834620148141396
b3363,0.20495622659806098
b0525,-0.0730263304548717
b3775,0.0297075344788343
b0441,-0.30632638135729806
b2501,-0.19069585456523702
b2972,0.0639199913963791
b1702,2.47405891611643
b2502,-0.148439938138666
b0950,0.21819796017949697
b0951,-0.0816193728188525
b1494,0.22942744465037498
b1830,0.0196180388503474
b1211,-0.00491401013385834
b2891,-0.170337714414975
b4375,0.35257368593874105
b0236,-0.839383547631655
b3935,0.0013739392915306599
b4201,0.5069207375450571
b0467,-0.0436154420725762
b3355,-0.0282614037774388
b3498,0.695939068139811
b3259,-0.0544073068112198
b2330,0.169441689718292
b1212,-0.00825346341771811
b0243,-0.42953830829774
b0242,-0.5584070922560921
b0386,0.43964193439941296
b4111,0.941150111830942
b1831,0.242362408661035
b0194,0.0782974252874121
b2677,0.7208814236888659
b2678,0.7525904981171709
b2679,0.600162235611661
b0402,-0.265927571184212
b0331,-0.0538674311588636
b2734,-0.0538674311588636
b0333,-0.13456444619481
b0334,0.39623665430756205
b0335,-0.062413272460345004
b0330,1.1619532220775601
b1207,-0.153419626472422
b4160,-0.31146300873808896
b0384,0.489208059574364
b1304,0.14681614250925198
b1305,0.13025052355108502
b1306,0.38035173428400604
b1307,0.191280409554793
b1308,-0.0648034254581688
b1303,0.0702998584539512
b2585,0.0240442995019815
b3726,0.622415698537903
b3725,0.16908739144931
b3727,0.70299806270491
b3728,0.8866228809388821
b2297,-1.20068178624268
b1204,-0.0649433415111742
b2821,0.34008425236753004
b1845,0.254417745492653
b3947,-0.510612285655625
b1101,-1.68948019536517
b2415,-1.5863724475919099
b2416,-1.72782236576885
b3204,0.0656622292563248
b1818,0.00115018088030153
b2829,0.00115018088030153
b4177,-0.7647443025619329
b1131,0.664407579397595
b2476,-0.588073202815418
b4005,0.132561864768368
b0523,-0.0582545465436304
b2312,0.25339239805536495
b4006,0.0303643009074597
b0522,-0.15622953911169102
b2557,0.0748534662948377
b2499,0.221365441190501
b2500,-0.0358317995169112
b1658,0.16946050752602201
b1849,0.148846423354528
b1232,-0.031425659924634995
b1014,4.0824679882534705
b1015,0.852039001416259
b1297,5.54219852900739
b1301,3.6595177534206895
b1300,3.8751798515074105
b1298,4.45153019152667
b1302,2.8784514245420003
b1296,2.3668542712355696
b1299,2.8032334504788303
b1854,-2.0637190196621003
b1676,-1.6540770285051998
b4245,0.035122955617400996
b1062,0.00218589788130038
b0945,-0.918797894816394
b3642,0.184901185523109
b1281,0.650367841137573
b2780,-0.5319014455635539
b0171,-0.023131220140032997
b4244,-0.00306951344337608
b4246,0.7682366162070541
b4051,-0.2817533536715
b3025,-0.5495569160087029
b3026,-0.331543091070521
b0405,0.231525233739638
b1351,0.173223125369066
b1356,-0.544741346476688
b4389,0.0414605921142421
b0892,0.156451399224537
b3819,1.94071449118222
b3486,0.277340015963906
b3167,0.0654179674062319
b2268,-0.0957722178006533
b3749,-0.8144122016374108
b3751,-0.5754629526613609
b3750,-0.748363521675676
b3748,-0.728321034219009
b3752,-0.972226644188845
b3753,-0.23941050310168602
b1951,-0.492013694500401
b2217,0.134102830492379
b2218,0.131137822629218
b2216,0.312417017043481
b0196,-0.14231247584735002
b0393,0.391242111381716
b2699,-0.0450176765404573
b2820,0.227451868014429
b2822,-0.00723940339778475
b2819,0.5127558289417271
b1350,-0.0097209373279141
b3700,0.160179045759419
b3652,0.0533161850943934
b2892,0.0799524839481736
b2616,0.0856953102167124
b2565,-0.0342192068869537
b3822,0.253761884234136
b0472,0.029742470851797
b1349,-0.0751895083124264
b2698,-0.460226969113017
b2784,-0.0157162632980496
b1564,0.21801679294515397
b1563,0.190175497632599
b1561,-0.254225591009724
b0542,-0.10070267459935
b3778,0.458547666171811
b3628,-2.8459076803557105e-05
b3621,-0.24294618802060394
b3619,-0.21028046699670602
b3052,0.204116774803464
b3620,-0.19255453670508998
b3631,-0.07181857774863801
b3842,0.628277467267061
b3627,-0.311560603140678
b3626,-0.24447076695066103
b3623,-0.370775069563073
b3622,-0.0628535056325154
b3630,-0.0727305325829321
b3632,-0.10246558331263698
b3629,-0.5322124584654689
b3625,-0.0414430539455888
b3624,0.0733697287142534
b2039,-0.185092736478499
b2041,0.12170682642932901
b2038,-0.12694903149026698
b2040,0.144387964300448
b2037,-0.0547389209534707
b3784,-0.3305845544276
b3791,-0.384536078113887
b3790,-0.594488877848037
b3787,-0.0535854923979965
b3786,-0.154421121907052
b3788,-0.315260317955141
b3789,-0.39549171399839095
b3794,0.18575182246496302
b4481,-0.12782965309735303
b3903,-0.36864593836297793
b3904,-0.45955715024866206
b3902,-0.28747251192366996
b3906,-0.11333082758059101
b3905,-0.294344283576481
b3907,0.419973792449983
b3780,0.0174456640871827
b0797,0.256100485739165
b3783,-0.4267469571880139
b3782,-0.419949034852793
b3593,0.352451976687641
b3482,0.0697088118320407
b0700,-0.5925890479917261
b0497,-0.38552695489336997
b1456,0.19163614733037804
b0813,0.0378392138646281
b3824,0.00596056604740682
b3823,-0.172958750765985
b1277,0.28791999363187604
b3041,-2.76277878902973
b1662,-0.398248581526391
b0414,-0.00506840777087565
b0415,-0.079422441666274
b1662,-0.079422441666274
b0025,-0.0460383129315006
b0651,-1.2913651923374099
b2162,-0.36729488587638
b0030,-0.554844706260397
b4373,0.210226434785178
b1066,0.0252392027219683
b0852,0.454399045792026
b1427,-0.00855944049091721
b2608,0.308426175546843
b4180,-0.170060397703544
b0633,-0.11018387416226
b0641,-0.0327385083122182
b0058,0.514707389498684
b1269,0.308651462501278
b1086,0.307381783154438
b2594,0.430004531950216
b0953,-0.17595649425797102
b3832,-0.21160995461013
b0611,-0.119968408633854
b1286,0.42523529019152095
b2567,0.184335221070646
b1804,0.0707713917028572
b1084,0.010653642018071997
b3247,0.08828305725121198
b0214,-0.0905534343896214
b0183,0.117743028164921
b0610,-0.23396007468362
b3704,0.11007930841088401
b4179,-0.38438496252469606
b1652,0.0166746682235021
b4396,-0.31136854996600205
b0189,-0.249054011933797
b3386,0.040215366852414
b2914,0.0342790675090479
b4090,-0.476596867809866
b4089,-0.282107479130058
b3984,0.135703417788896
b3317,0.17048012821935402
b3320,0.316199695626572
b3319,0.263664128411538
b3308,0.38147100772944204
b3305,0.27873534616688395
b4203,0.620389414533102
b3985,0.108338826571187
b3983,0.12303569282166198
b3986,0.051213582726582
b3231,0.538982214776077
b3310,0.379144900109839
b3301,0.273070881087863
b3313,0.0285576237318704
b3294,-0.00497052915191062
b3304,0.28256217114289
b2606,0.282648207215893
b1716,0.0372667928377891
b3186,0.30325520633415404
b3315,0.0123201986642854
b3318,0.10240528584806699
b3309,0.296723715639261
b2185,0.5236851357551741
b3185,0.41578363515556604
b3637,0.321979581988127
b3312,-0.0151256562291313
b3302,0.18052444591928798
b3936,0.42997183883218393
b1089,0.30007862410205
b3636,0.38619763452924394
b3703,0.43323063279173607
b1717,-0.19620762776526998
b3299,0.0493084557125579
b3295,0.10107045019262599
b3987,0.0678562884240501
b3988,0.0798437909214442
b3067,0.0790784497299867
b2573,0.0553570368363548
b3461,0.132547097751679
b3202,-0.0572202809764895
b2741,0.589377396950233
b3649,0.345839104855524
b0911,0.36139004603913794
b0169,0.292312408429595
b3314,0.11311512197021802
b3296,-0.0678582994891529
b3303,0.22350686355486
b4200,0.517404717774708
b3341,0.244397075626306
b3306,0.168903673637259
b3230,0.6781212269089439
b3321,0.28443567907802003
b3297,0.132122729640099
b3342,0.354817189475715
b3298,0.0334797763873589
b3307,0.257432396479575
b3165,0.24197186460969
b2609,0.377931533538205
b3311,0.015903872501255
b4202,0.5865826130516011
b3316,0.0179071691781853
b0023,0.42280802709128107
b3065,0.488722980382435
b3929,-0.406983338046668
b1822,0.0897546592927045
b3179,0.345266400675258
b3995,2.09896262097469
b2572,0.0284686120482318
b2571,0.0922810353916823
b2570,0.16848471488230898
b1905,-0.0575204131173174
b4161,-0.0575204131173174
b3289,-0.273991089271025
b4371,0.3367746406114
b1581,-0.212482108124983
b1580,0.5184302252033101
b1234,0.17639720252057
b1235,0.33678938573767103
b1608,-0.25415892979767496
b1609,-0.31274470228961604
b2183,-0.46450425035434
b1627,0.494297070141318
b1628,0.143611605683735
b1629,0.12555163609908698
b1630,-0.0914040163084299
b1632,-0.06685067719328701
b1631,-0.18416919077372196
b4475,0.336548146249702
b3421,0.508092829382088
b3422,-0.0507534596076133
b2176,-0.00402897066454327
b2785,0.272054964358383
b0859,0.418517833950258
b0550,-1.39898423836041
b1861,-0.31805285423693397
b1860,0.0417171327378363
b1863,-0.315584961537136
b4705,3.0325094547647
b4510,0.0
b4528,0.0
b0556,-0.221538080003469
b1362,-0.19967568007299102
b2144,-0.0760770176674065
b1294,-0.18519933291810897
b1293,0.182398590795387
b1292,0.13308134114949902
b1291,-0.10717256256863199
b1290,-0.087093507739728
b2011,-0.191722950121621
b0397,-0.0700978140723378
b0398,-0.12977708177480302
b0377,-0.0877611993871061
b2009,-0.0793757308804973
b3917,4.477034679230799
b1814,0.640309933938594
b2797,-0.582684969911276
b2796,-0.9299176208523191
b0723,5.380240656163879
b0724,4.739660776426599
b0721,5.733445298173961
b0722,5.52589374107929
b1916,0.39513529064691105
b0098,0.0603447529728146
b3609,-0.21481435940534302
b0408,0.0685178565083269
b3981,0.24547242135548603
b0409,0.0341576395794369
b3175,0.390567229044089
b0097,0.0736391435028334
b3300,0.145768129426564
b3591,-0.587629853507547
b3590,-0.546280731725901
b1764,-0.215804715363653
b0687,-0.111278287658038
b2913,-0.5812066480168481
b4388,0.17099881517415602
b0907,-0.41460604482284
b0893,-0.8455512691597908
b0070,-0.148212833167811
b2170,-0.0659718817748186
b3659,0.27526109250808506
b1479,0.20700021767476898
b0530,-0.315814352152394
b0531,0.492409392863337
b0532,-0.0156139459223053
b0534,0.128043749055768
b0533,-0.22304090461196102
b0146,0.14100431640043398
b3188,-0.478454254421815
b3583,0.275724996302383
b3581,-0.29142173406045296
b3582,0.0814620277547207
b4302,-0.6126005768108
b4565,-0.0164411074628633
b4304,0.0546694697837525
b4301,-0.262153723927196
b4303,-0.33755724535419607
b4300,-0.0933978382926644
b4305,-0.542816221664218
b0069,-0.224024689973246
b1981,0.7324687406699979
b1353,-0.630942526235478
b2340,0.42458155171577794
b3506,-1.23101375524001
b4392,0.23540721309000898
b1642,-0.576243125856245
b1641,-0.193348218859068
b3349,0.171060635326145
b3348,-0.297868591478098
b4473,-0.20894982828189498
b3284,-0.129205571248378
b2617,-0.0223170836216697
b2620,0.082562236298249
b0921,-0.0640039607333475
b3908,7.363859877412059
b1656,0.7266944254769251
b1646,0.18610412410556199
b3129,-0.283477076621465
b1272,-0.24808371604370802
b1059,0.0929650058010267
b4063,0.382386942436802
b4062,5.21836047394146
b2938,0.336497120801948
b2937,0.164717896428369
b2965,0.653047079426425
b0120,0.278625206990345
b0121,0.152576604522629
b0693,-0.0958099619739353
b1584,-0.28014574854897806
b3650,0.136634582102517
b1766,0.155565584631509
b4043,-1.01571476246938
b2175,-1.01571476246938
b2944,-0.0271961072909106
b1743,0.42436499993921006
b1480,0.46164929208570793
b2702,-0.0835035490927841
b2704,-0.9440758742295959
b2705,-0.152679014501766
b2703,0.178336943133482
b2707,-1.18882729270818
b2576,0.5764615507100921
b4059,0.00580225820220131
