genes,logFC,logCPM,LR,PValue,FDR,bnumber
katE,0.464548485472327,8.48458863878592,3.49191855110067,0.0616690761833941,0.198323708143023,b1732
katG,0.345380794412884,8.9288407145438,2.08443408560798,0.148807359932129,0.35781236757938,b3942
kbaY,-0.223896180168387,2.17349294449391,0.232169818691634,0.629919587271368,0.837630140832831,b3137
kbaZ,-0.229950597478664,2.58968520459637,0.363810153458981,0.546397750867967,0.781203643674144,b3132
kbl,0.203968606808366,6.85756691706192,1.43362352081533,0.231173987133725,0.482864194104498,b3617
kch,-0.206748953248079,6.51123892222281,1.34029649479621,0.246981687533601,0.502176073690831,b1250
kdgK,-0.422934904646497,6.74161468275831,5.20492492917749,0.0225229875001265,0.0907432677360506,b3526
kdgR,0.0513966638781876,7.43642351305055,0.0832003224878592,0.773006385131192,0.908961224443675,b1827
kdgT,0.549486748304824,3.2562706721063,4.14943309401953,0.0416484654700362,0.147927403260762,b3909
kdpA,-1.52106493850848,3.14704399196618,12.4873850870744,0.000409709284931746,0.00257199767677356,b0698
kdpB,-1.22233292980477,4.1378173574859,35.1652478368751,3.02880576164494e-09,3.76985939035865e-08,b0697
kdpC,-0.494009291210473,3.80940000710064,4.35133534629154,0.0369799400067773,0.135238239533676,b0696
kdpD,-0.0478641618757668,6.68154022738946,0.0888196013617982,0.765683185623806,0.90379493815502,b0695
kdpE,0.0905223558894456,4.035032221806,0.222166954603433,0.637393744948802,0.841351951232847,b0694
kdpF,-2.48163911129464,-0.335312843952862,4.60560389553763,0.031867627564806,0.119996759766693,b4513
kdsA,-0.081591441641126,8.5909389735948,0.178082460667348,0.673026348702407,0.858476314248581,b1215
kdsB,-0.0559861225986468,7.32577847673557,0.0659221257220937,0.797369420370922,0.923076837242017,b0918
kdsC,0.0894073251579001,6.70328857109076,0.265888224530009,0.606103418969002,0.821902878030493,b3198
kdsD,-0.0539924891063061,7.36250607938884,0.0833688002053767,0.772782984019095,0.908945998904813,b3197
kdtA,0.11973840218485,5.86270926765959,0.352455269406341,0.552726541509744,0.784397070835375,b3633
kduD,0.0104379383025671,3.72960712944602,0.00221915569979836,0.962427218711625,0.995785028456781,b2842
kduI,0.0286699565598803,3.48478094415286,0.0138176890985564,0.906425280686672,0.972940395309771,b2843
kefA,-0.188632159672448,7.34441853787521,1.27054767753206,0.259663961117507,0.519196313630836,b0465
kefB,1.39416468239477,4.742207933997,45.4547614116021,1.5620533808961e-11,2.27155170104048e-10,b3350
kefC,0.218098237893295,5.13533676281662,1.2133230203773,0.270675003391881,0.534054517884666,b0047
kefF,0.593881070563463,3.68534593788237,4.87616676514603,0.0272300263576327,0.105666202909808,b0046
kefG,2.16231274305924,3.98313427974847,76.5565844055655,2.13992800009495e-18,4.07151939753749e-17,b3351
kgtP,3.65701549126878,9.94654495627531,236.646148517186,2.11843868192926e-53,1.52492277787541e-51,b2587
kil,-0.612999020823281,0.578378751860157,0.874929449920288,0.349594233587914,0.613192984833494,b1352
kptA,-0.301445554927104,3.24829447639184,1.41940227873941,0.233501810104463,0.485553354762242,b4331
ksgA,0.117532814300278,7.37968548712166,0.281932042280765,0.595437675044787,0.81452709029141,b0051
lacA,-0.184183915098153,2.21131024018797,0.20875498088309,0.64774499209166,0.845898007184691,b0342
lacI,0.677040634414595,6.06594605537621,15.4646277512349,8.40637995280125e-05,0.000593254166930533,b0345
lacY,-0.212371568561558,2.75643407361406,0.257211284584299,0.612042545462771,0.825307501249773,b0343
lacZ,-0.856700367199775,4.01324377963455,6.06140924389923,0.0138167385895637,0.0615835851066312,b0344
lamB,-0.699799358436906,3.76906789676194,7.54253309660387,0.00602592663917094,0.0304397393620811,b4036
lar,0.287701537214683,0.362720651826973,0.152950840656301,0.69573122934982,0.872164798261374,b1348
ldcA,-0.50908444178525,6.5682353061082,8.28148932142242,0.00400512648086498,0.0209928898918153,b1192
ldcC,-0.167408052764714,6.58694569165367,0.750248877359859,0.386397446168444,0.647845718168288,b0186
ldhA,0.974126458496591,7.4724506717675,25.8754690266923,3.64167798657485e-07,3.60743284954514e-06,b1380
ldrA,0,-0.993440807423094,0,1,1,b4419
ldrB,0.0625981252135108,0.629973924908524,0.00756287522969679,0.93069949712591,0.981055734652623,b4421
ldrC,0,-0.993440807423094,0,1,1,b4423
ldrD,0.274468059851876,2.52358788121949,0.46769717642685,0.494048486966823,0.746865738610329,b4453
lepA,0.387168502420436,9.11475474013791,2.92640510518138,0.0871413331065953,0.253899313702702,b2569
lepB,0.383594246089593,7.91121727262488,4.08682349934704,0.0432187932263437,0.152252828666051,b2568
leuA,0.156033494313112,10.0095008021983,0.239808371397075,0.624344553291815,0.833038036968598,b0074
leuB,-0.00636181174456076,10.0069233038383,0.000461732790881797,0.98285640098302,1,b0073
leuC,0.157365514463461,10.3128241366081,0.27258268895207,0.601604521035065,0.818371630346597,b0072
leuD,0.18093377331237,9.20961186052398,0.416828944228293,0.518523595463775,0.764335634405476,b0071
leuL,0.0754763897482581,4.37933595069076,0.0404447481677606,0.840613503634951,0.941082734813183,b0075
leuO,-0.24734320791086,3.82620927490822,0.722509724161972,0.395321906063748,0.657702354502822,b0076
leuS,-0.0803803261586718,10.1227446789011,0.14437718397626,0.703967701042629,0.875085714008917,b0642
lexA,0.048477168118542,6.6673123906986,0.0761522473857319,0.782581118970225,0.915236353325861,b4043
lgt,0.106955722795492,6.05977124392147,0.363492292322627,0.546573073961441,0.781203643674144,b2828
lhr,-0.428540261946569,6.37428483078882,7.17854212565706,0.0073780635739999,0.0361700982702674,b1653
ligA,0.0596233782857518,7.70610239401065,0.0986710349756681,0.753430310300302,0.894940668427177,b2411
ligB,0.177591290818882,3.58152034732581,0.366299251751149,0.545028435980074,0.781203643674144,b3647
ligT,-0.129094224113158,4.48989706827543,0.405525315434931,0.524249461006169,0.768318093683625,b0147
lipA,1.39040065321753,9.48640726674773,39.247830362501,3.73282935450583e-10,4.99135912758845e-09,b0628
lipB,0.139036634748583,6.20264613472237,0.343036841554618,0.558081522630838,0.788141438872245,b0630
lit,0.0508654629085235,5.67910563508583,0.0463302023953656,0.82957668415007,0.936823009905881,b1139
livF,0.785602130542736,6.7719354273356,13.5337815980255,0.000234307447150897,0.00153329373370412,b3454
livG,0.576278445561525,6.80163105704103,8.95241250473272,0.00277103394343572,0.0151112318203268,b3455
livH,0.599917865050763,6.59536179937959,10.6484184588134,0.00110165070131441,0.00650893211898349,b3457
livJ,0.487465986591733,6.2025878573142,2.99598903228591,0.0834709299853609,0.247773846465136,b3460
livK,0.317032236278118,8.01991839128925,2.4550704855853,0.117145910168217,0.305527286241867,b3458
livM,0.763034052422222,6.95873697231053,20.2627021148625,6.75037907933597e-06,5.67215705129418e-05,b3456
lldD,3.22855982446801,6.16871190389788,178.387763127947,1.09004796136372e-40,4.90408035951033e-39,b3605
lldP,3.12545695557803,5.72710338718333,174.098992231723,9.41816807047666e-40,4.15072121391721e-38,b3603
lldR,2.96197682885241,4.87072217798947,120.52084441801,4.86528754837537e-28,1.31332355758958e-26,b3604
lnt,0.112942240607001,6.60459212450971,0.315061706739778,0.574590602802599,0.798709016401522,b0657
lolA,-0.273302827620484,6.49372208901717,2.11474269712105,0.145886571219233,0.353186155322795,b0891
lolB,0.00468142196996624,6.98880237006275,0.000596060843314206,0.980522096254852,1,b1209
lolC,-0.25275503413213,6.14195656789346,2.17460075494622,0.140305923298557,0.343721657814219,b1116
lolD,-0.0679059126203997,5.96841500811967,0.12026877988923,0.728743158749716,0.885180225766582,b1117
lolE,0.00693373190564424,6.682171607387,0.00163831589622965,0.967713548796055,0.997983480718759,b1118
lon,0.369016617796918,9.70633997473742,3.48052954821754,0.0620948659858447,0.199396078953802,b0439
lpcA,-0.110992133625962,7.41122799663136,0.398424643198309,0.527903960125714,0.770536398710023,b0222
lpd,3.93627739709421,11.7394489350556,214.204813220648,1.66163993651668e-48,9.5688305144207e-47,b0116
lplA,-0.054340509267018,5.27692001635685,0.100047362055942,0.751772805135019,0.893726051576699,b4386
lplA,-0.054340509267018,5.27692001635685,0.100047362055942,0.751772805135019,0.893726051576699,b0891
lpp,-0.152054191914547,12.6007402836968,0.224146271815243,0.635898666478074,0.84106346669176,b1677
lpxA,-0.0912102046070918,8.74222005641113,0.224187851089573,0.635867346329503,0.84106346669176,b0181
lpxB,0.070680894724812,7.42448389073591,0.133571459841968,0.714757391805226,0.879247272915628,b0182
lpxC,0.22246954564971,10.7231336616212,1.01197065567848,0.314431193378606,0.578376628706218,b0096
lpxD,-0.128086133826178,9.82411449951073,0.408177527956575,0.522895972508779,0.767410139260407,b0179
lpxH,0.066459187695712,5.83434960315876,0.0828603124146543,0.773457985134795,0.909244702721061,b0524
lpxK,0.174337521055671,5.20145125415424,0.559608238852745,0.45441813214827,0.712538731924193,b0915
lpxL,-0.993995243772969,5.99864564437965,29.6617459005379,5.14399853187832e-08,5.58214313044785e-07,b1054
lpxM,0.323347458368712,6.33801922941675,3.80001405460041,0.0512521526524949,0.17172850838334,b1855
lrhA,0.0334310552693748,5.83679116256735,0.017203727416117,0.89564638030191,0.967074179130987,b2289
lrp,-0.00229786204329527,8.23073774368368,0.000159198302345231,0.989933053639998,1,b0889
lspA,-0.0227300567954067,6.9072353625663,0.016068141159078,0.899130219664901,0.969381782010161,b0027
lsrB,0.0564332494658979,2.92946797531685,0.0247973667307582,0.87487303360034,0.958526830598755,b1516
lsrC,0.370923287482338,2.24467967666077,0.535870426366565,0.464149212624176,0.720064816567463,b1514
lsrD,-0.607710505888495,1.97250530750677,2.17886005863474,0.139918062794486,0.342966012037108,b1515
lsrF,-0.229814731680724,3.27398135332036,0.503700174895036,0.477878793747468,0.732211153595824,b1517
lsrG,-0.142796641841895,2.75718460933101,0.146664900651285,0.701743092422732,0.87412873295539,b1518
ltaE,-0.149376791027381,7.38714873108701,0.73087622460905,0.392599317371397,0.654685888697707,b0870
luxS,-0.011706787407332,9.35601376290462,0.00322926946395974,0.954683275397388,0.994332572788843,b2687
lysA,-0.292536803042964,5.71066161470387,1.69533921483061,0.192898635896607,0.428789158708733,b2838
lysC,-0.722833173981674,8.38864353458403,10.8529601332277,0.000986379566704076,0.0058842173323134,b4024
lysP,0.344485758487374,7.71502536397221,0.91338686945052,0.339217376778848,0.603834698134215,b2156
lysR,0.0260112575845503,4.25763227917932,0.0175399359860355,0.894637524870948,0.966709899904335,b2839
lysS,-0.0732094038318893,9.57952915602345,0.119723962511117,0.729334067449287,0.885180225766582,b2890
lysU,-0.148484033642261,7.77851432889931,0.643053613382524,0.422607197865175,0.684893241118083,b4129
lyxK,0.421199547723545,2.81264889812517,1.048211853763,0.305919272686473,0.570657686920377,b3580
maa,0.129652186074452,4.574015329943,0.386157608482639,0.534326072583092,0.775194594385748,b0459
macA,-0.350243814639057,5.47278082402866,2.46165158593753,0.116656063810116,0.305246177566049,b0878
macB,0.103770940127389,5.5317620767843,0.3351722566268,0.562629231741766,0.791271785051347,b0879
maeB,1.07396580137816,7.50650960945821,36.1913312316993,1.78864427966759e-09,2.2721043070248e-08,b2463
mak,0.0330792306486691,5.09145691851571,0.0252793886970366,0.873672865987627,0.957957123178614,b0394
malE,-1.56791142031657,4.82572738175499,40.8525815499335,1.6415626522548e-10,2.2724067612463e-09,b4034
malF,-0.795695277139205,3.70046937702314,7.95854472461191,0.00478608807998712,0.0248450894440678,b4033
malG,-0.572408568837496,3.35235581573418,3.28481149004456,0.0699236576221052,0.216954222176632,b4032
malI,0.281894619468271,4.24073852115592,1.98640525678814,0.15871724940884,0.374385472526915,b1620
malK,-0.869890503773201,2.65785143034418,3.81420323148538,0.0508197701872689,0.170942825108111,b4035
malM,0.0752742219321838,3.97039171767106,0.103693756497531,0.747441217678938,0.892013987055908,b4037
malP,-0.183055264807557,6.80943146875462,0.67724558836437,0.410536812443339,0.672906448934643,b3417
malQ,-0.0795772552107533,6.63694019609053,0.148417504655614,0.700052257699126,0.873479193884585,b3416
malS,0.114242824911607,4.39119018177471,0.202604161790738,0.652627002068268,0.84993594541558,b3571
malT,-0.901488305889748,8.14122887917905,17.8281706985042,2.41777038117928e-05,0.000184168435208348,b3418
malX,-0.406087737167728,4.45839719681469,4.78255899176398,0.0287493678253087,0.11017614874668,b1621
malY,-0.490273291585345,5.57996948631081,7.22925990742454,0.00717247699573012,0.0353629316718703,b1622
malZ,0.00228168682627579,5.44973332739372,0.000161873080716468,0.989848840283923,1,b0403
manA,-0.911637162660181,7.98559532040818,23.6219071960381,1.17245094309126e-06,1.07740757940663e-05,b1613
manX,-2.06519825644904,7.63793901072426,55.9880879527244,7.29114467736898e-14,1.1838516489307e-12,b1817
manY,-1.90629847194576,7.47640713743151,98.9614945828803,2.57459317316799e-23,5.94634647856287e-22,b1818
manZ,-1.73935469325639,7.65512614363063,66.0368113526441,4.42579427685521e-16,7.93153754428947e-15,b1819
maoC,0.596442806728391,2.90370633522507,1.4971564253337,0.221109411234434,0.468812737909435,b1387
map,0.726814082240987,8.25859358408364,14.6689852259757,0.000128137465194726,0.000885481139481637,b0168
marA,0.604839496285621,5.14425893417121,6.32617656758892,0.0118968529965452,0.0541438441433917,b1531
marB,1.24853790902978,3.24656892105544,19.4323941741145,1.042241616931e-05,8.38257270675047e-05,b1532
marC,-0.0710615581449693,5.15281740183217,0.113522586080907,0.736168817944736,0.888360793325968,b4063
marC,-0.0710615581449693,5.15281740183217,0.113522586080907,0.736168817944736,0.888360793325968,b1529
marR,-0.144704708085752,3.79549547232518,0.310977171425372,0.577081172086875,0.80024119804108,b1530
mazG,-0.223785697849778,6.03468431081682,1.33639559271267,0.247670614273148,0.50267358225833,b2781
mcrA,-0.313799127327134,3.2128258948294,0.737015402979447,0.390618631539945,0.652390514161262,b1159
mcrB,-0.550847942407381,5.15971275857529,5.68491578245262,0.0171113607700386,0.0733174277438459,b4346
mcrC,-0.559255018235493,3.28567726993067,4.57442761726307,0.0324525858930378,0.121774733685517,b4345
mdaB,-0.482067492426268,5.87836845700607,7.70445150148795,0.00550848089916562,0.0282382748652425,b3028
mdh,3.41052118276405,10.3228247508264,188.821023556005,5.75016414230697e-43,2.72911636600261e-41,b3236
mdlA,0.364861082137073,4.72006196799828,2.69214917119492,0.100843713839652,0.278658989170479,b0448
mdlB,0.58290068744555,4.55688522860699,7.92241071194404,0.00488261707611959,0.0252853994625426,b0449
mdoB,0.312477664183038,5.99653461212422,2.83528773446408,0.0922142827662038,0.263948017685172,b4359
mdoC,0.330468642677785,3.87398839818243,2.70511777609507,0.100026694760008,0.27699292012438,b1047
mdoD,0.128341507487441,6.55178773965635,0.540839969495117,0.462084824215477,0.718928082055707,b1424
mdoG,0.247433458953649,8.55201002242023,1.22963226615612,0.267478565464206,0.530169767893486,b1048
mdoH,0.478550287216725,8.19438307216988,4.66057130253834,0.0308629207446583,0.117029810971185,b1049
mdtA,-0.111458387438698,4.92072798537974,0.2831550818322,0.594640681849221,0.814412570924741,b2074
mdtB,-0.0901601955239587,5.51709027091042,0.214111185612041,0.643564006027599,0.844856098670361,b2075
mdtC,-0.00235385006187898,4.95178746116492,0.00015649224198544,0.990018975064743,1,b2076
mdtD,-0.48557976677567,3.6942205962457,3.5266718091563,0.060388893984749,0.195434296794634,b2077
mdtE,-2.05766600707097,8.25170562951338,96.1514202654823,1.06424503362725e-22,2.40653104724403e-21,b3513
mdtF,-1.9216712638681,9.09814153434663,72.1420689792998,2.00248903901471e-17,3.68031921681044e-16,b3514
mdtG,-0.449966684414701,4.02042929750479,5.04134214490279,0.0247493078501962,0.0983369462787465,b1053
mdtH,-0.453502110994295,3.297947173974,1.71189942144855,0.190739115631778,0.425517686164075,b1065
mdtI,0.18849847045824,2.54418931986185,0.323630203996572,0.569434149271482,0.795483744922518,b1599
mdtJ,0.16943233958949,1.94867973720145,0.114176129428142,0.73543886043554,0.888360793325968,b1600
mdtK,0.124406432199629,6.46914910782538,0.408131903317931,0.522919203483069,0.767410139260407,b1663
mdtL,0,-0.993440807423094,0,1,1,b3710
melA,0.0266412112510952,3.94649625812619,0.0138591752139385,0.906285558768897,0.972940395309771,b4119
melB,-0.461971606098893,4.04556974366141,3.3625440164419,0.066694961686147,0.209647408677197,b4120
melR,-0.0286698865183693,3.85065440283954,0.0129926281911086,0.909249517413503,0.974068461769838,b4118
menA,0.198438721787093,4.73215016542167,1.15326166430273,0.28286740853401,0.547113451615937,b3930
menB,-0.470007781629815,7.22216290984574,7.67656946297992,0.00559424163160473,0.0285260089809927,b2262
menC,-0.455488087629739,6.79167843069648,6.53961222494651,0.0105498342671204,0.0488891997850782,b2261
menD,-1.14355247522511,6.34361039999706,47.8449397978311,4.61296135633514e-12,6.87013106827982e-11,b2264
menE,-0.412245852223233,5.89843014742487,3.83182186868312,0.0502882432041953,0.169884576586788,b2260
menF,-0.310220590234562,6.98460140936653,3.14992721450905,0.0759303498344641,0.230297177622929,b2265
mepA,0.171806605347597,7.00579728611522,0.922511668007183,0.336816353345726,0.601865879230529,b2328
metA,-0.113114717255356,8.77192518958081,0.228801453858619,0.632413959903673,0.838574640623349,b4013
metB,0.878115912544349,8.48384936070328,3.91208849836647,0.0479399864451012,0.164982311917444,b3939
metC,0.225867503561316,8.43869114150477,1.07022155432892,0.30089540729644,0.56774454526576,b3008
metE,1.9021737305529,12.964267310789,28.1307767642435,1.13388308667121e-07,1.18577265165447e-06,b3829
metF,0.504986080160944,9.54015791676729,2.3114714274155,0.128422430322959,0.324010714254228,b3941
metG,0.311991886538968,9.10925211861893,1.89407226633371,0.168743324544728,0.390778776787496,b2114
metH,0.309874805427106,9.76093001446674,2.07551403746689,0.149679504803914,0.35855007279429,b4019
metI,0.21988804237454,8.41552863086245,0.459738974749898,0.497745988928654,0.749251714996608,b0198
metJ,-0.0662494520069774,8.4870534524959,0.0633792512662303,0.80123248187498,0.924354212864849,b3938
metK,-0.0155945693741638,11.5825211928147,0.00318420912078921,0.955000216879914,0.994332572788843,b2942
metL,1.06820065775153,9.22930910959806,6.80012274738528,0.00911516056457321,0.043549091237159,b3940
metN,0.224056452674476,9.75308419608933,0.450565450197139,0.502066553341315,0.750763386439465,b0199
metQ,0.294358627919457,10.1669556334406,1.34668524081595,0.245858444429316,0.500725567978479,b0197
metR,0.276649113880625,7.63453661890087,0.460802244085983,0.497249281860538,0.749251714996608,b3828
mfd,-0.12990883136677,8.93490636324162,0.398007001719806,0.528120323121893,0.770591782284952,b1114
mglA,0.787847506232651,2.85110076704826,6.70245388993103,0.0096280313864193,0.0456493376966428,b2149
mglB,1.0378055580737,3.26633564625616,8.1161247772617,0.00438732429410305,0.0229309442180485,b2150
mglC,0.00260322846673066,2.25564558641631,9.84289891370338e-06,0.997496769386016,1,b2148
mgsA,-0.597801279565232,7.38736164530592,10.9342903872258,0.000944006345222584,0.00563923015908207,b0963
mgsA,-0.597801279565232,7.38736164530592,10.9342903872258,0.000944006345222584,0.00563923015908207,b0892
mgtA,0.455628984176488,7.32521565520046,4.25868627572439,0.0390501097089083,0.140547853193979,b4242
mhpA,1.04106648988304,2.58687208431597,5.00039823756181,0.0253414871920397,0.100045597058884,b0347
mhpB,0.513266622436227,1.90953444810817,0.817138372437485,0.366018169139985,0.627563506357918,b0348
mhpC,0.57951713927359,2.66013390750842,2.2812569440552,0.130945712297615,0.328428880031011,b0349
mhpD,0.779632682161426,2.17156538309617,3.12668214263464,0.0770203434436992,0.232948783846874,b0350
mhpE,0.324373583041224,2.66361504530208,0.690639745089429,0.405946864916728,0.668551589443085,b0352
mhpE,0.324373583041224,2.66361504530208,0.690639745089429,0.405946864916728,0.668551589443085,b0351
mhpF,0.721778303711712,2.43464568577681,4.28043049920585,0.03855358237751,0.139258285584928,b0351
mhpR,4.47991134529767,5.88537341278645,346.01344157545,3.12811859841101e-77,1.03330717080303e-74,b0346
mhpT,-0.0352522500096267,3.13617797173054,0.00906563049331499,0.924145164204623,0.977996806438386,b0353
miaA,0.434358729171802,9.44602212660834,4.75519502730126,0.0292099825237665,0.111743059805268,b4171
miaB,0.465066833087714,8.02257684054006,4.91813937576212,0.0265761236247343,0.103687694611768,b0661
minC,-0.316059045577669,7.83722381277105,2.13660897300093,0.143819490848752,0.349750214513377,b1176
minD,-0.385769657088581,8.42205921267976,4.0599312540755,0.0439122870806555,0.153829883591415,b1175
minE,-0.305106165640519,6.39263407799039,3.056306323556,0.0804242983573772,0.241333954368307,b1174
mioC,0.462432115172895,7.18516337149248,4.88323459644269,0.0271187542135592,0.105518828331858,b3742
mipA,0.444577878125446,8.68983152378701,4.41895392701118,0.035541818961455,0.130774086656731,b1782
mlrA,0.564878843144588,5.41609318750327,5.13493772806329,0.0234489282525882,0.0939023646574532,b2127
mltA,0.174395351175935,6.26277493346709,0.900361315626532,0.342684847631748,0.607326982733491,b2813
mltB,0.281658292740772,6.02663168430956,2.081359618286,0.149107311318917,0.357973583983548,b2701
mltC,0.202820358468425,5.8454979741827,0.823621127315182,0.364123556185758,0.625539634897566,b2963
mltD,0.21531419264157,8.76943787963925,0.762929362184632,0.382413338178647,0.643413793374982,b0211
mmuM,0.63206046088624,6.69126014562087,3.43673477193483,0.0637615897572722,0.203317020602013,b0261
mmuP,0.652892135664962,6.59155626015714,2.96542348231337,0.0850621822705749,0.249912217433049,b0260
mngB,-0.64443004745026,5.02419747507317,11.9634169374437,0.000542552846620406,0.00336195946133936,b0732
mngR,-0.525787818658864,4.48649573642927,5.54512121960154,0.0185322730953435,0.0780886707305256,b0730
mntH,2.74159087352168,6.33887727178773,162.824488282068,2.73252610166192e-37,1.08273213147503e-35,b2392
mntR,0.948519045982348,5.90041779113006,24.9814521927788,5.7884490318923e-07,5.59291082074784e-06,b0817
moaA,-0.000583804631018319,7.3619479517395,2.28118850031933e-06,0.998794907223689,1,b0781
moaB,-0.429505404287753,6.75300744568652,1.26465485246368,0.2607718261726,0.520218714660258,b0782
moaC,-0.188870067775341,6.35005419825065,0.286535585761136,0.592449209960737,0.813308507227713,b0783
moaD,-0.22979717508275,4.68636621026225,0.473102923239315,0.491563131565625,0.744667909792924,b0784
moaE,-0.34251276418503,6.35740241618045,0.935977061721744,0.333314590426531,0.597338471390949,b0785
mobA,-0.201065800240066,4.3194169800395,0.84317803420072,0.358489430485397,0.620918845627692,b3857
mobB,0.125302918848944,3.5106807893734,0.25046294323162,0.616749293399479,0.828019955919288,b3856
modA,-2.95030052638011,7.6096959283637,19.7845889946172,8.66787451920956e-06,7.10370968661596e-05,b0763
modB,-2.13888539698608,6.05041181267477,18.7358489622967,1.50133315419258e-05,0.000118110344134021,b0764
modC,-1.40343036150652,6.40377528447892,17.5414619069621,2.81110226481798e-05,0.000211518304560084,b0765
modE,-0.0870116798642032,5.65048620885785,0.214104124985046,0.643569475486336,0.844856098670361,b0761
modF,-0.0845043620610753,6.71111343442637,0.211996431342442,0.645207101602156,0.845261560114082,b0760
moeA,-0.0346430669901267,6.99777055386919,0.0360849283441436,0.849340213706672,0.94561626801695,b0827
moeB,-0.182876571143014,6.06560344298133,0.86683346851711,0.351833432578629,0.614601332062384,b0826
mog,-0.171340741276697,5.47658158687708,0.630176400271875,0.427290616512384,0.689041798723761,b0009
mokB,-0.64003675828827,2.76025791537344,1.9814763331399,0.159234964515109,0.375196842193539,b1420
mokC,-0.969981396574041,1.60015649624638,4.50205123418497,0.0338542200178596,0.125977345219871,b0018
motA,0.194146564722047,7.87851850635663,0.412291458631444,0.52080873690539,0.765879904905918,b1890
motB,-0.101183196356227,7.68574595301716,0.122464993476456,0.726376231687607,0.883483933081541,b1889
mpaA,-0.0363938315607101,6.54694596693673,0.0412980725648247,0.838963650133198,0.940347667404388,b1326
mpl,-0.169924395928249,7.38221265116686,0.95118648464717,0.329417471646052,0.593061300558273,b4233
mppA,0.42360794373362,5.48456271407253,5.56818249545785,0.0182897357115373,0.0772929242056062,b1329
mprA,-0.48894378834133,7.80556899537263,7.69808863464136,0.00552793326447834,0.0282880850346943,b2684
mqo,5.98315829291123,8.27456655469977,501.836286156454,3.78820036582929e-111,1.63612373800167e-107,b2210
mraW,0.00335686040298984,7.34489047959065,0.000371992075235639,0.984612077851055,1,b0082
mraY,-0.0363947490943839,6.20235998918599,0.0404343311384463,0.840633755709484,0.941082734813183,b0087
mraZ,0.217747188642341,6.80591257518163,1.36923056703563,0.241944126916263,0.495945270124034,b0081
mrcA,0.424615371556421,6.55859094971581,4.72808227033757,0.0296739536362819,0.11311721602392,b3396
mrcB,0.00648532014521931,7.50018340278071,0.00133771578540376,0.970824039054399,0.999310818009788,b0149
mrdA,0.364819874590633,6.63092810143851,2.30822195364635,0.128691184240527,0.324041467445881,b0635
mrdB,0.221388156989541,6.18213939148404,1.3641313139351,0.2428227701091,0.496803194742398,b0634
mreB,0.136686785581138,9.10829946940195,0.446496212019571,0.504003560917143,0.751135741753327,b3251
mreC,0.194295189104717,6.99301859130684,0.671531998427156,0.412517992079597,0.674617647781817,b3250
mreD,0.312262233407451,5.48800124811962,1.64414568848587,0.199757610857169,0.437058318790331,b3249
mrp,-0.346900940527703,8.43342635251252,2.97579074491959,0.0845188150978396,0.248779539936061,b2113
mrr,-0.398987700201212,5.6878669418821,4.06728047485115,0.0437216114559627,0.153600472664991,b4351
msbA,0.301487433548673,7.462603808276,3.04797323819995,0.0808379650701609,0.241619306570059,b0914
mscL,0.249021307533271,6.46214602038723,1.16144162841574,0.281166759940538,0.544957778481306,b3291
mscS,0.698201213033386,9.70422032083204,7.91711342556255,0.00489693411267519,0.0253291717756217,b2924
msrA,0.170196338774977,6.50239907414473,0.613197296627275,0.433586504971881,0.695119434499712,b4219
msyB,-0.0863975695795246,6.84855964133198,0.197983069696237,0.656353803177207,0.85112401784745,b1051
mtgA,-0.114272211174814,6.57457036119773,0.495331771526298,0.481558514485266,0.736011047249253,b3208
mtlA,-0.410353067937408,6.3436985343919,6.45895047285618,0.011039482979367,0.0507229010509426,b3599
mtlD,-0.644815884331716,7.43938374137606,12.5104201801096,0.000404688579949931,0.00255160580555292,b3600
mtlR,-0.398390991484979,6.13029656183231,5.53000735142182,0.0186930268061662,0.0786892619647486,b3601
mtr,-1.79713995134899,6.92820643292712,79.2187186314617,5.56007769195834e-19,1.09154434325309e-17,b3161
mukB,-0.0703129870826409,9.06350189384902,0.13946146299164,0.708816978897228,0.877437813659251,b0924
mukE,-0.14547299009363,6.28903314836004,0.728942625075303,0.39322613969287,0.6550776688644,b0923
mukF,-0.177489797774642,6.73890281880274,0.976533002333771,0.323056253563778,0.584556507302724,b0922
murA,-0.100151440750188,7.80804232204732,0.292082849458122,0.588888872739645,0.809800498255823,b3189
murB,-0.00319240518211849,6.72738896451315,0.000260743497554117,0.98711667590988,1,b3972
murC,-0.2029147895567,7.71040393120282,1.35346967002432,0.244672459136767,0.498933121346409,b0091
murD,-0.154996496805483,7.15292659733865,0.801998744984482,0.370496448727561,0.632729996858179,b0088
murE,-0.0192657257533753,7.47220738970608,0.013021239615298,0.909150082769824,0.974068461769838,b0085
murF,-0.149108526079699,7.31364622295365,0.692404603287722,0.405347688325007,0.668204834303704,b0086
murG,-0.256153573381611,6.56183159448142,2.34680282788506,0.125540248947525,0.319509920568273,b0090
murI,-0.425383713528405,6.27468081399586,5.9234259348941,0.0149408793916025,0.0655789208255399,b3967
murP,-0.176524138394744,4.22545484098895,0.635705706267903,0.425270114601097,0.687146137284751,b2429
mutH,0.0601844144031945,4.81335747823218,0.0750373511322651,0.784138828465412,0.915410649331038,b2831
mutL,0.266226730523963,7.00706863190818,2.34150578313419,0.125967737288458,0.320220516391319,b4170
mutM,0.423561965862679,4.19287236064047,3.00791335923732,0.082858892539905,0.246295634466517,b3635
mutS,0.120307744964003,6.68733174351395,0.460134765297241,0.497560997177981,0.749251714996608,b2733
